ID	popLabel	validGT	missGTAdj	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20
LUN216	LUN216	168595	1.0000	9145.767	-910.959	4262.083	4253.697	3633.039	876.221	-129.825	2094.283	356.232	-2404.075	681.665	-1219.384	-2209.916	-3556.013	-491.744	-1716.373	-3066.408	-1700.801	-2799.672	614.406
LUN217	LUN217	168595	1.0000	10534.754	3014.649	1663.501	5994.216	5902.070	-1601.164	573.199	-3007.889	-305.359	-955.851	2229.375	1816.093	-1586.790	4791.084	799.247	3124.476	-396.907	-1588.107	4189.634	1726.800
LUN218	LUN218	168595	1.0000	9097.600	1691.830	4878.035	3951.792	1822.464	-2728.567	-301.414	4291.879	1505.950	-989.445	2144.400	344.661	2017.709	1098.638	-259.073	176.723	2265.801	3444.197	1307.578	432.690
LUN219	LUN219	168595	1.0000	5762.167	1923.551	-630.337	1570.006	-1397.174	-1812.107	2454.761	1252.286	3127.481	-542.406	-924.543	5473.515	516.959	2603.229	-6454.774	522.305	3581.060	-223.025	715.138	5411.357
LUN220	LUN220	168595	1.0000	9400.621	4951.132	2512.687	2781.979	6135.547	539.792	-4262.530	2855.874	-1188.500	-1080.137	2569.014	-1817.449	-711.715	1443.326	594.226	1907.420	-6686.453	-4150.327	1685.625	2906.369
LUN221	LUN221	168595	1.0000	2049.702	3202.841	-507.871	2862.342	3979.225	-3828.568	-2539.204	-7.124	5142.158	-77.268	-2744.232	499.940	-1663.858	-3145.001	2076.048	-1855.336	-1557.322	295.809	117.623	2970.083
LUN222	LUN222	168595	1.0000	3201.896	5783.945	-127.016	1040.248	3351.150	-3224.993	1201.669	-3212.211	4273.084	37.594	-409.740	2577.268	1205.106	-2966.932	229.244	-2981.669	-1770.736	3059.076	677.606	1767.404
LUN223	LUN223	168595	1.0000	13058.786	-5583.511	-10421.586	1569.615	-643.704	3082.119	-3447.736	-249.763	1797.457	-729.804	-587.833	5884.224	307.029	1955.148	-31.303	1569.521	-4053.970	2233.271	1215.725	-2333.878
LUN224	LUN224	168595	1.0000	4420.448	7331.312	2743.984	-1853.021	3162.344	-2836.608	-12.161	-442.777	-1699.813	-117.349	-3324.123	2447.490	135.895	5181.111	-3641.540	-1666.956	2390.266	-3905.510	-2572.604	2195.160
LUN225	LUN225	168595	1.0000	7726.943	3385.041	1995.819	3454.790	1599.525	-2077.521	981.405	1402.627	671.825	-1337.726	-596.469	606.896	778.651	575.617	1989.879	2089.899	1407.345	-807.864	1288.407	1799.237
LUN226	LUN226	168595	1.0000	2321.850	2364.515	1421.788	632.441	1144.262	-1899.893	-2525.658	-2566.111	358.541	-2325.139	-2084.916	-539.698	-2141.833	191.845	-2628.380	898.418	-773.030	-156.978	-1748.616	3527.424
LUN227	LUN227	168595	1.0000	2432.999	4118.694	1247.987	2269.778	4037.313	-4525.153	797.807	-4554.236	5185.882	-3759.736	-1006.266	3796.965	-2045.466	-4313.690	-1712.790	2487.989	1026.009	3756.066	-2778.845	-1345.899
LUN228	LUN228	168595	1.0000	4388.608	5617.810	2962.735	3025.946	2735.037	-503.235	-2880.427	184.099	4993.549	-1960.031	3635.882	-3429.056	-3296.382	1877.726	-1237.067	-1306.664	-2158.290	-805.075	-5003.014	-2288.972
LUN229	LUN229	168595	1.0000	5581.004	969.371	2860.961	1052.008	1923.045	-1262.515	-1247.769	-760.403	-752.396	-1166.777	-2375.947	2173.560	4037.465	-1324.515	-979.918	-942.238	2494.760	3409.802	2547.844	1991.887
LUN230	LUN230	168595	1.0000	5445.675	4269.053	713.357	2460.713	1926.998	-1231.447	-2233.385	-492.205	159.004	2133.621	233.887	820.273	761.254	-1773.489	4142.288	3269.741	-1248.824	2498.787	1848.684	2908.871
LUN231	LUN231	168595	1.0000	3993.229	4526.281	-862.113	-799.193	-341.488	-3638.143	515.277	-558.435	815.770	174.556	-245.293	-506.126	2333.639	-2427.577	687.892	-1797.780	6262.052	-3918.931	4026.337	-3101.000
LUN233	LUN233	168595	1.0000	13742.629	-188.949	266.123	4313.902	6917.577	1519.026	-1720.950	307.098	2662.094	-192.463	-1055.166	1704.841	-5681.973	-155.556	-1685.701	2293.203	-4219.324	2089.411	4747.864	-571.736
LUN234	LUN234	168595	1.0000	11383.383	1043.126	-2158.408	1086.313	3529.794	-793.890	-3316.464	306.792	16.318	-2661.241	912.882	3603.840	1004.177	86.183	-174.096	-681.028	4980.970	1966.559	-3568.903	4437.617
LUN235	LUN235	168595	1.0000	10193.798	487.878	631.291	-571.726	735.481	2975.392	-2160.087	1081.039	-1479.229	1.097	63.148	-1940.731	3033.554	3194.087	-371.075	261.560	4531.308	3536.734	2619.355	-772.779
LUN236	LUN236	168595	1.0000	632.076	4570.006	-1085.456	-2058.116	283.129	-3572.255	-463.534	-632.116	-1531.385	1584.724	-3484.488	6260.946	1481.009	665.536	4360.979	-396.852	-85.113	7496.650	231.207	572.562
LUN237	LUN237	168595	1.0000	-6155.027	6447.712	-3256.850	-5483.370	-1584.510	2125.130	-1528.492	295.750	-4191.487	528.639	-4397.942	1325.695	1116.752	324.321	3310.596	-999.995	-1416.685	1706.659	-1578.610	5839.043
LUN238	LUN238	168595	1.0000	2123.914	5706.918	870.483	-521.092	-61.356	970.682	-418.216	-847.573	1316.337	3171.420	-413.715	-434.387	17.024	-792.378	-474.715	179.646	-148.077	1531.793	-591.490	-225.044
LUN239	LUN239	168595	1.0000	7343.284	3489.216	1422.132	2674.521	-3506.979	-4688.724	-970.460	-1147.676	782.736	544.646	2531.105	-5523.401	416.396	-610.045	-1642.032	2126.360	-4628.575	-2382.105	-4091.681	-1827.112
LUN240	LUN240	168595	1.0000	8778.387	6850.544	1922.647	511.224	-1642.445	2219.030	824.344	3396.890	2225.655	79.096	1530.966	-19.765	2986.936	-872.530	-2164.498	-3378.398	-7830.674	1760.543	-456.291	138.036
LUN241	LUN241	168595	1.0000	8438.401	6858.018	2043.596	5220.048	4112.954	-6470.316	864.003	-4538.587	-1991.914	1858.596	596.619	-802.355	1773.619	-844.102	3779.409	614.054	133.630	2043.638	-4413.667	-3921.426
LUN242	LUN242	168595	1.0000	1902.116	3308.291	376.292	-1339.690	673.465	-961.155	-4028.613	-1246.934	-461.923	-348.812	627.787	-262.556	-83.007	-824.711	1194.219	4255.194	3193.083	-3076.713	-4979.713	-1682.872
LUN243	LUN243	168595	1.0000	2222.476	4929.020	-1455.529	-1645.437	-3811.922	1857.716	-653.849	-2116.329	1577.184	3058.678	-2487.335	5215.563	4164.022	-2082.473	-4429.011	2179.767	-498.203	-791.302	2265.754	-1450.296
LUN245	LUN245	168595	1.0000	11545.436	2302.407	1418.115	4044.908	4556.350	2759.256	-4540.749	-77.980	-986.922	-954.358	-1830.613	334.818	5997.673	2654.059	1861.538	-3286.013	-631.491	-2368.382	-6462.953	122.051
LUN246	LUN246	168595	1.0000	9107.566	5204.268	5357.634	6400.383	2764.128	-3919.136	1643.001	-2977.785	3672.320	1084.062	-1871.474	1316.187	1738.938	5397.760	4723.783	-1195.467	2211.436	-363.974	2408.552	241.696
LUN247	LUN247	168595	1.0000	10539.723	3730.561	3641.644	6279.521	7018.014	-2946.007	-1168.337	3399.362	-1056.182	921.331	2050.397	5155.875	-136.088	3829.063	-2312.814	4652.336	5603.042	-3754.785	-1953.139	-570.955
LUN248	LUN248	168595	1.0000	562.396	6648.657	1685.761	-2921.882	5648.854	-5120.040	978.016	-5599.221	6152.240	-4376.304	753.873	-4635.858	3748.979	885.781	2141.393	1165.104	3212.286	-658.214	-379.679	-2179.800
LUN249	LUN249	168595	1.0000	7240.503	4301.952	1377.041	4461.567	3572.903	-6785.814	-975.444	-1368.023	-1804.455	1692.348	-975.604	4201.510	-68.503	-2192.799	-3742.494	5698.816	307.917	-3710.183	2343.432	-577.157
LUN250	LUN250	168595	1.0000	16691.183	1696.238	2406.767	1960.631	9881.085	1691.667	-2595.593	6983.831	-869.710	1496.496	-615.336	-1159.845	2137.841	5510.126	1989.445	585.491	1645.227	-5012.246	-1895.083	223.672
LUN251	LUN251	168595	1.0000	2921.379	4628.996	1184.410	3820.232	-14164.075	-1008.796	1780.114	2122.951	3391.126	2241.613	-3668.591	-1351.584	3891.128	-3435.857	-2739.808	2104.254	-1419.086	3619.645	-1091.309	258.994
LUN252	LUN252	168595	1.0000	10308.422	2562.856	-2444.065	916.528	6897.171	-1522.540	-985.593	1132.596	-1141.926	-2992.323	-2197.926	-2054.631	-2613.960	300.939	2279.291	-4214.782	3866.899	-3803.697	-5052.286	1532.181
LUN253	LUN253	168595	1.0000	6535.908	-109.355	2327.698	1602.004	3206.637	-1245.935	1658.822	-1298.658	569.677	-1835.367	-173.889	2471.798	5176.800	-4199.090	-1124.752	-4920.532	686.777	-2493.996	2929.195	-3586.012
LUN254	LUN254	168595	1.0000	4401.988	4359.407	874.027	4597.007	1003.002	-505.862	2601.165	999.433	-46.332	4103.419	-3077.060	1568.797	-740.062	1429.810	-549.392	-4451.794	-4169.985	63.713	1371.010	-3370.657
LUN255	LUN255	168595	1.0000	11356.280	-6916.424	-8175.536	4055.114	1324.487	1838.225	-1786.442	-501.599	1238.594	-4382.124	4446.711	-429.262	-8096.432	-3175.818	-704.966	-1677.613	-2421.171	-5027.508	-3971.999	3128.389
LUN256	LUN256	168595	1.0000	7634.982	3004.938	1698.499	6022.914	1776.043	-291.261	280.317	-955.542	2061.083	-2181.657	-790.303	1993.193	-1548.194	2103.189	-890.220	723.115	-972.651	1403.537	1226.674	1425.540
LUN257	LUN257	168595	1.0000	7848.213	1292.156	-735.633	1296.955	5989.867	-2159.586	735.565	4416.408	6725.170	-2676.316	-3933.455	82.661	1921.484	2004.859	-5863.610	2459.361	-2414.062	-2467.319	649.836	4863.979
LUN258	LUN258	168595	1.0000	10302.397	2376.985	3772.496	3927.866	6918.099	1048.997	-2917.832	5329.889	258.170	-129.741	1341.720	2164.649	502.480	381.251	-4124.803	7189.758	241.199	1162.896	-5127.574	580.276
LUN259	LUN259	168595	1.0000	8959.097	1262.607	3148.853	4558.657	1746.443	-3046.084	2736.706	-1347.344	3332.570	2664.268	1299.327	-1482.506	-1899.666	1087.111	-4129.863	-2840.243	3579.831	-394.989	-1636.758	3799.057
LUN260	LUN260	168595	1.0000	13820.427	2984.825	2485.423	1073.835	6320.386	702.218	-3406.648	6423.744	-2491.986	-2209.423	-2749.256	1899.112	708.245	3694.268	-8931.340	-291.888	4020.271	-3742.265	-1501.267	-1907.492
LUN261	LUN261	168595	1.0000	11415.470	-1571.195	-778.989	2866.279	3993.498	-866.251	-410.795	1996.755	528.821	-6164.937	1638.960	1725.629	1909.040	-125.837	3303.540	1805.800	-255.911	2899.094	1364.767	4019.189
LUN262	LUN262	168595	1.0000	9639.086	4073.267	4874.281	1497.429	338.030	1312.188	-1842.876	8161.545	603.209	5442.763	-1607.934	957.480	-1139.057	-2637.137	-2554.968	1921.776	2022.408	-652.480	1739.609	-1784.199
LUN263	LUN263	168595	1.0000	11451.443	2142.367	3628.865	4725.894	3751.316	-573.431	-2309.789	2963.931	-327.325	-1775.722	265.449	750.428	1058.571	-298.964	2233.355	1855.300	420.961	83.114	1737.034	5404.495
LUN264	LUN264	168595	1.0000	12103.551	3180.426	732.446	5700.400	6896.149	-3134.567	-408.329	-160.476	853.431	-1729.096	564.280	2916.198	-2594.456	1386.894	-2796.563	-2825.023	189.303	-2888.201	3913.563	-1484.408
LUN266	LUN266	168595	1.0000	9767.702	207.593	-86.613	62.429	633.690	-1391.804	-4768.970	1303.398	1456.778	3457.604	232.167	3629.966	244.091	1734.576	620.004	-1841.489	-90.887	-2325.450	-784.815	-6499.347
LUN267	LUN267	168595	1.0000	3294.447	3861.398	2016.274	1586.253	2411.633	-6476.842	-677.015	754.100	-3879.056	-2184.389	979.809	1238.041	2936.315	4605.835	2204.394	-2972.883	-5262.403	-760.357	-305.256	-989.537
LUN268	LUN268	168595	1.0000	2472.454	4302.713	-133.808	59.037	597.091	-1760.473	415.931	2284.338	2422.533	-3160.734	-218.244	1198.122	-1743.107	4178.382	-19.469	3027.053	-1037.335	-2504.605	-3344.687	-915.922
LUN269	LUN269	168595	1.0000	10863.051	1831.237	4401.669	5660.271	9772.102	1562.792	1013.054	5928.114	-4639.003	-374.736	-1036.376	-845.442	-3227.535	3395.936	-3528.615	-1407.041	-1537.420	212.718	1137.919	1397.844
LUN270	LUN270	168595	1.0000	10408.673	582.180	3762.318	1200.972	4653.786	-2563.368	3375.486	4442.615	-1485.420	-3513.532	-1070.941	-1192.224	-11.716	-2177.527	830.183	-6453.576	-1824.748	2232.266	404.980	2805.501
LUN272	LUN272	168595	1.0000	13078.381	-10272.090	-13886.001	5975.866	-4969.050	1194.537	-3572.978	272.614	-123.595	2377.564	1647.573	2424.749	-1206.750	3543.064	3523.512	565.595	-2582.669	-638.475	1530.157	-3630.864
LUN274	LUN274	168595	1.0000	398.357	4769.453	-968.326	-789.629	-124.596	-1620.067	853.988	-299.358	934.046	1026.072	-1280.070	791.257	439.210	-651.576	135.727	-2092.659	3841.941	1968.014	-242.620	-807.545
LUN275	LUN275	168595	1.0000	9749.673	1670.922	1163.446	2379.909	4160.015	-4717.546	700.044	1284.435	-1895.687	-2659.209	-2899.664	-1784.605	1056.490	2489.665	4132.382	-449.509	5.089	816.981	-727.191	-815.658
LUN277	LUN277	168595	1.0000	12031.637	1890.821	2976.727	3575.256	4213.778	259.353	-2995.475	1886.381	-3262.951	-3202.258	117.386	1598.702	-1845.845	1105.567	770.783	-3515.344	6934.906	-811.720	-3086.880	-5875.112
LUN279	LUN279	168595	1.0000	6582.904	-572.824	-522.324	3084.268	880.410	1108.510	-1567.436	2330.072	4985.995	3175.775	4295.828	4967.055	170.854	1750.419	1690.309	1274.031	2292.620	1205.150	-695.001	-1780.353
LUN280	LUN280	168595	1.0000	3987.281	6436.694	747.121	485.495	-4604.434	198.349	1574.201	-3221.445	-5392.388	-1.920	636.038	597.858	515.218	659.949	6154.409	-3151.758	-5550.940	256.257	-1058.315	-1635.343
LUN281	LUN281	168595	1.0000	4832.161	5583.160	205.036	1743.440	-2836.599	-1995.877	-2046.388	-4002.455	1565.685	3496.352	-199.335	-2097.396	-5469.883	3326.128	279.682	-455.763	881.345	-521.665	-2411.186	1393.001
LUN282	LUN282	168595	1.0000	10460.794	4783.343	3794.820	3387.655	1210.816	-4492.624	1222.665	1800.421	3072.546	-5361.285	-1197.352	726.678	72.721	225.726	-2957.734	-2974.241	2125.365	3679.118	-3440.879	1846.393
LUN283	LUN283	168595	1.0000	-3284.726	5745.069	-1058.359	-2042.720	2530.230	1470.633	750.002	263.383	-3497.597	321.290	-5121.607	-2995.608	-2820.064	1122.409	3421.236	-2969.174	-2717.469	-1394.851	633.851	-1344.182
LUN284	LUN284	168595	1.0000	9552.686	-14047.514	-17042.634	2405.455	-2785.295	3107.753	-3303.835	1582.245	950.532	1480.521	4506.815	5049.505	820.667	3842.803	4106.856	492.610	-1632.964	-59.709	-4364.574	-741.985
LUN285	LUN285	168595	1.0000	2044.419	3009.302	-994.876	547.975	4008.102	-3830.481	-3341.986	-2764.905	2137.303	5470.209	-334.264	1411.428	-2581.259	-1126.851	248.363	1217.457	4594.189	-1645.830	-1682.874	2537.743
LUN286	LUN286	168595	1.0000	6055.104	6057.582	2639.129	-291.044	-650.852	-613.636	9.589	-957.322	773.198	2111.814	156.189	1067.020	-410.004	3773.408	-3311.659	746.725	-1616.423	9.968	-3845.808	4589.077
LUN287	LUN287	168595	1.0000	5163.495	1125.532	-2874.986	3799.557	4691.375	-296.374	33.014	49.483	1193.533	-4220.858	1938.144	1401.387	726.084	1009.361	4425.682	763.122	4716.508	-5354.457	1324.678	-885.525
LUN288	LUN288	168595	1.0000	2062.296	7277.021	439.651	-2277.254	-876.934	-1819.572	-1864.722	1809.304	2839.596	2909.151	-2486.391	-515.445	2364.164	-707.409	-1684.092	1513.830	2512.338	-2001.743	-444.909	1004.965
LUN289	LUN289	168595	1.0000	13258.949	6868.567	6686.671	6245.105	9676.884	-2088.763	-4131.727	5042.580	-509.856	381.485	2003.221	2124.728	-3615.165	-3941.195	-372.064	273.783	4209.464	-2252.734	-1435.157	-3559.776
LUN290	LUN290	168595	1.0000	6991.459	2495.381	2486.952	7459.286	4879.558	-4355.106	-1435.332	-7349.712	2609.705	2605.998	1155.310	-1618.940	-2709.854	-1486.567	-4394.159	-3108.228	-3224.696	4428.806	191.541	2010.341
LUN291	LUN291	168595	1.0000	21806.810	-21153.075	-16813.303	3184.754	-7777.915	799.205	-4506.526	2229.203	7887.580	-4226.496	-5490.694	-720.231	2705.903	-2580.434	-1222.982	-650.828	6383.445	-4855.115	2452.854	6667.300
LUN292	LUN292	168595	1.0000	5108.902	3072.383	1066.446	2185.856	126.916	-653.518	-727.221	454.350	4415.274	1419.926	2375.857	42.931	-5344.305	1610.342	1171.534	-2428.907	2802.676	2381.520	1149.316	-1173.521
LUN293	LUN293	168595	1.0000	13422.414	-16725.239	-20973.063	7012.610	-3982.841	2481.330	-4316.729	4532.578	880.734	-1761.925	-414.919	3161.402	760.390	9346.667	-179.513	-3181.017	-2106.971	5135.396	-1853.200	2365.025
LUN294	LUN294	168595	1.0000	5465.693	-2823.474	-9347.634	3350.769	-1391.606	-540.712	-3012.903	-2131.881	1724.548	-57.574	-1677.329	8421.481	2046.709	-605.198	255.221	270.984	645.719	-2497.163	-1027.985	-641.064
LUN295	LUN295	168595	1.0000	6670.804	5871.806	850.480	3397.614	2581.677	-3804.950	-2110.536	-7239.173	29.755	1018.817	-1279.828	-4032.329	-2351.431	4375.792	-2770.049	430.915	-177.711	-72.366	2282.868	-3948.682
LUN296	LUN296	168595	1.0000	13409.338	3657.124	3924.168	6283.150	8506.569	4889.754	-1326.093	5460.582	3168.101	-4940.673	4204.337	904.479	-46.800	1594.270	-426.289	-865.928	2746.265	1112.779	-2029.679	3404.622
LUN297	LUN297	168595	1.0000	2250.799	3980.150	1215.055	-231.709	1645.970	-62.463	-1610.170	2614.213	-240.064	471.788	1592.114	-1168.701	-1186.938	-2640.764	-3789.083	-4880.542	2824.710	592.377	1733.675	-267.964
LUN298	LUN298	168595	1.0000	2408.295	6956.416	554.477	-3203.688	-11736.311	-5221.733	-2095.738	2664.574	66.866	-1968.518	-3178.074	-1652.717	2229.852	59.621	-477.862	-1936.988	-2815.670	-1821.939	6340.145	-2867.269
LUN299	LUN299	168595	1.0000	9287.705	-1433.794	-3986.703	3703.133	2213.214	-2607.863	-3321.738	-1728.434	2936.562	2673.808	-320.614	71.141	-4520.143	6171.583	3988.810	1731.881	-1681.312	-4628.091	-2010.801	522.244
LUN300	LUN300	168595	1.0000	11158.350	5559.270	3282.354	6522.286	6075.349	-7641.793	1205.866	-5768.850	5668.623	4035.162	-96.445	3007.891	-4523.151	1025.432	-4432.508	4155.504	947.225	845.965	-6270.933	-115.390
LUN302	LUN302	168595	1.0000	9428.805	3490.521	1136.624	5954.162	940.828	-4336.396	-3016.150	-3617.740	-5.350	660.393	-4960.390	-724.746	1049.679	-401.683	1079.944	211.154	-978.672	-625.458	-5380.827	-2825.153
LUN303	LUN303	168595	1.0000	6068.073	775.808	-6594.408	1180.863	-1107.988	-488.683	-3963.558	-1776.515	1085.124	856.587	-1259.925	578.508	-509.073	153.334	183.334	1060.713	-136.549	-2489.641	-5371.925	3566.123
LUN304	LUN304	168595	1.0000	9230.564	7758.517	3373.073	3220.890	5480.240	-5519.065	939.830	-1336.928	2494.579	-1728.188	-3138.345	-76.282	-720.712	597.113	5302.871	4048.599	5093.610	120.810	2219.140	3203.735
LUN305	LUN305	168595	1.0000	1266.421	3955.430	-408.792	-1495.095	4910.918	-1608.019	-1025.125	-995.950	1444.932	5102.495	334.671	766.525	706.139	-811.544	886.908	-992.476	873.491	2559.210	52.066	1941.729
LUN306	LUN306	168595	1.0000	12900.633	-11537.346	-16252.036	3330.233	-6490.228	126.538	120.467	2118.087	-835.229	749.232	1892.055	3334.335	2922.306	1050.827	6.211	-1660.182	958.914	410.009	2345.695	-2773.300
LUN307	LUN307	168595	1.0000	10201.241	-10915.466	-15786.312	6563.937	-2371.069	2423.982	-1789.720	566.364	2302.939	5374.325	-3001.929	1871.467	-3064.392	2274.531	1357.813	3773.019	-6226.688	829.147	1346.236	-712.527
LUN308	LUN308	168595	1.0000	612.932	5834.098	397.731	-3533.381	-10041.074	2199.466	-1406.911	-1412.443	-4354.472	2373.379	1174.316	-5736.687	4640.286	-935.639	570.573	-1636.474	-5332.078	121.676	-3288.665	4665.678
LUN309	LUN309	168595	1.0000	9459.737	1697.260	2025.277	1407.541	5015.823	90.867	-784.034	4517.025	-1570.306	-4250.122	3089.237	-549.978	6150.149	-627.349	3720.786	1929.705	2189.910	-3019.913	-1670.662	3471.089
LUN311	LUN311	168595	1.0000	400.648	4280.330	281.428	-423.321	-12.340	-1477.662	-2729.842	-3753.779	-282.764	3575.352	-6327.967	-334.149	3374.557	-4289.370	-1148.860	-1630.547	2410.153	3710.974	-7511.836	-3908.479
LUN312	LUN312	168595	1.0000	12366.366	1893.556	2971.194	5150.317	8228.812	-2155.514	15.205	1817.164	2962.454	-1953.709	5350.093	1879.277	-4125.662	924.567	1634.968	-361.366	1072.099	5844.160	-3231.340	-4036.095
LUN313	LUN313	168595	1.0000	10898.826	4935.122	4149.613	6546.775	4844.331	-4035.771	960.296	-1788.722	1970.440	1082.309	1995.753	2055.065	3095.041	2636.280	-3628.595	-2384.432	-2023.186	-2124.783	1418.522	-2050.131
LUN314	LUN314	168595	1.0000	4792.992	7669.717	2954.099	2158.333	-247.073	-6367.645	-2369.237	-4186.353	1430.547	2352.049	-1700.345	3800.273	-1851.677	-1458.165	1659.545	-1285.814	-1406.406	2445.857	-1144.570	3996.279
LUN315	LUN315	168595	1.0000	9642.165	4096.409	6129.679	6297.646	-3696.855	-1840.587	1523.710	-1818.836	1670.313	1095.749	-2309.237	4139.476	1231.299	6201.069	702.419	-3070.947	663.793	-2984.327	-2532.577	1328.026
LUN316	LUN316	168595	1.0000	-6418.719	4683.986	-2346.802	-4478.548	-1139.668	-138.570	306.105	-65.427	827.029	89.508	2200.284	-1214.145	-2301.154	-136.548	-5808.834	805.961	-4755.644	-418.846	216.975	-3654.192
LUN317	LUN317	168595	1.0000	13273.284	2794.582	4547.524	4392.116	12736.377	-780.307	-3861.073	2642.510	-3691.546	-1246.008	3493.473	3838.542	-3730.680	6294.903	-2024.215	-623.961	-942.794	-812.599	2162.123	1818.398
LUN318	LUN318	168595	1.0000	13534.440	2748.791	4170.188	5896.628	6590.939	-1434.130	-4497.706	1656.135	1117.116	-645.966	-2757.407	-2510.164	1526.543	-3849.003	-1313.662	140.076	290.110	1065.186	1132.243	301.337
LUN319	LUN319	168595	1.0000	2229.331	4622.378	1800.731	-214.443	3644.829	749.940	-2983.644	1615.221	3850.865	-3437.709	-3988.273	1517.125	6812.312	2271.676	4890.046	-1915.267	450.823	1326.798	-1228.510	-1658.909
LUN320	LUN320	168595	1.0000	11213.318	-9341.091	-14060.965	4401.849	-1970.573	1038.483	-1960.254	-1315.025	5783.631	-2057.482	2204.005	391.754	-773.093	434.270	-2867.740	-2397.909	1685.553	-2279.404	-2423.469	-2783.979
LUN321	LUN321	168595	1.0000	-4343.746	4342.032	-1479.500	-5537.545	-4868.454	-215.631	170.417	-2756.472	-1266.792	1974.375	-2397.645	-5158.304	-105.978	3532.686	662.107	-973.458	2870.491	1062.246	-921.621	1801.210
LUN322	LUN322	168595	1.0000	4959.471	6623.155	1267.345	5515.303	313.189	-2863.296	-511.946	-3428.236	206.603	2628.657	1059.592	-161.371	-538.106	-2400.464	-711.356	-1643.753	146.476	1432.239	-1806.460	3994.289
LUN323	LUN323	168595	1.0000	4002.530	7140.151	1447.229	-137.530	-17070.992	-1636.123	4571.768	2151.618	-5282.147	1112.775	954.360	3130.508	339.605	-1640.537	-2469.628	-351.402	-164.728	804.132	-3060.162	1494.909
LUN324	LUN324	168595	1.0000	8262.299	3532.606	2449.581	938.535	3959.419	-2410.191	-1484.657	-576.148	1140.517	-14.019	-3340.831	189.253	1585.815	-4289.921	-94.147	-4987.740	26.119	4329.844	5500.616	4225.748
LUN325	LUN325	168595	1.0000	11198.655	2576.843	3475.499	3991.951	2546.519	2577.410	82.272	1080.293	-4212.609	-337.163	4881.309	437.703	1505.300	1005.538	-4507.448	-2898.668	-1992.075	110.929	3654.224	-59.059
LUN326	LUN326	168595	1.0000	1119.551	3345.419	1277.714	1754.934	-635.064	-1693.698	-1403.707	-3007.538	-293.774	2557.936	-4111.458	-4417.084	1922.187	-1152.705	945.008	2293.645	-1217.619	-3152.870	-1051.363	3120.382
LUN327	LUN327	168595	1.0000	-6487.253	3253.723	-48.781	-2602.889	-575.078	-474.226	296.217	-439.848	-1614.667	4924.341	269.747	-233.436	-2146.118	2995.237	1489.061	-3421.075	-2225.499	-1226.116	1312.911	-6248.177
LUN328	LUN328	168595	1.0000	5122.459	5312.335	5023.718	-1581.412	3680.970	-4402.910	74.163	-514.416	1998.004	3614.641	-1963.540	-1438.469	-1399.407	-3173.280	-3156.468	3125.815	-684.051	4126.850	-2814.267	-5521.429
LUN329	LUN329	168595	1.0000	7095.895	1945.895	144.660	2350.952	3169.997	361.129	1205.405	-371.009	2245.627	1773.829	-38.967	3753.940	-2467.349	2856.575	1864.449	136.394	-109.182	212.140	-532.502	20.262
LUN330	LUN330	168595	1.0000	12814.091	-1247.059	4466.957	4382.172	5815.462	1669.755	-2257.230	5937.434	-3331.020	-481.492	-7066.040	2059.761	2249.742	2964.060	-704.396	-498.805	-1595.556	2268.045	-3517.541	3019.451
LUN331	LUN331	168595	1.0000	4095.129	5360.163	-218.602	648.256	-5702.312	2130.165	-1341.937	-1664.992	924.746	1282.698	2573.181	898.472	176.029	5882.671	-1384.683	3302.117	4195.117	1878.276	577.055	-2547.725
LUN332	LUN332	168595	1.0000	2524.984	4889.217	3107.618	-858.193	-1212.594	-3020.068	536.397	-1156.562	162.789	1950.616	1415.522	2103.451	-2524.632	1183.113	-73.341	305.667	-2289.723	730.039	1024.858	1530.014
LUN333	LUN333	168595	1.0000	-1182.651	6155.219	3892.318	-69.258	-3275.584	-61.742	-1530.131	-5514.738	2100.515	4234.518	1966.509	-1074.837	-838.570	1235.127	-3143.620	-1840.636	1017.995	1967.157	113.867	-1506.940
LUN334	LUN334	168595	1.0000	5666.405	4888.582	4804.161	1192.079	1831.867	-3930.808	-484.655	855.902	101.434	562.013	-4644.929	2778.573	-791.398	-687.135	1279.576	3927.179	-1539.323	801.222	625.535	-1760.405
LUN335	LUN335	168595	1.0000	8759.425	4021.062	347.746	1886.218	2343.616	-2746.232	922.328	-2518.572	5642.443	3916.630	-1594.689	859.010	1552.731	1524.924	733.741	-1792.753	-2153.114	3590.703	-4914.370	-1678.225
LUN336	LUN336	168595	1.0000	10345.963	2934.960	2555.417	7956.346	3990.259	-3597.672	-411.705	2032.677	6754.674	2913.237	-1313.353	-1980.837	-1375.213	3949.337	764.804	2054.831	-2005.408	2690.061	-3041.280	6523.763
LUN337	LUN337	168595	1.0000	7681.935	5575.791	2432.371	928.050	-2502.504	-2149.975	-1076.895	909.330	981.135	200.119	4089.279	531.247	834.542	-2548.217	3128.348	-700.925	-877.027	2315.725	-2649.377	-2207.042
LUN338	LUN338	168595	1.0000	6536.334	2403.229	1835.118	-526.146	5144.312	-3695.530	-1765.093	1501.744	1185.100	1440.573	125.026	-3337.318	2196.204	-2046.776	-3650.247	1178.304	4455.600	1283.049	3486.007	-866.091
