ID	popLabel	validGT	missGTAdj	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20
English_Cumbria:POBI729065	English	168594	1	1860.698	7514.349	-96.31	-759.859	-6089.449	369.689	2623.225	732.969	1119.828	1991.007	-1637.716	-5381.882	-136.343	975.814	-2292.086	-1746.743	2405.525	1497.103	-5855.554	-816.107
English_Cumbria:POBI729080	English	168585	1.0001	2110.747	5342.315	169.094	-454.725	-5251.263	-2478.688	-2023.362	304.88	1363.567	2936.671	-1936.466	-3637.034	73.422	-340.718	-726.92	318.538	914.28	1095.564	2475.677	-3945.761
English_Cumbria:POBI729106	English	168591	1	5306.674	7203.756	1137.933	1643.759	-3588.274	-1099.115	-750.099	-603.132	1139.016	-1890.922	-3172.663	340.583	-693.62	-3777.205	-2632.492	4919.921	2699.438	-693.158	3785.295	976.993
English_Cumbria:POBI729118	English	168581	1.0001	2508.745	5325.22	81.262	1158.304	-4470.393	-1107.28	-1816.124	-263.837	-2514.316	1069.323	-1713.495	1522.973	-801.785	1897.062	-3285.78	-6271.682	-693.982	-1864.175	312.787	4484.713
English_Cumbria:POBI729126	English	168532	1.0004	5776.887	5560.109	2091.487	183.174	-9120.514	-1078.345	-1113.872	1103.631	69.635	-1905.835	-4283.46	-487.455	932.022	-2221.989	189.446	966.877	-51.327	4090.609	-3092.755	1759.88
English_Cumbria:POBI729155	English	168594	1	3863.827	5484.511	2852.669	-998.862	-5113.121	-2002.965	-918.59	-3350.652	-318.119	1501.09	-48.791	3001.795	-234.589	4492.618	2068.371	2691.522	-1027.638	606.34	3427.148	-2897.271
English_Cumbria:POBI729172	English	167844	1.0045	5677.267	5797.605	3568.759	632.182	-3703.688	-1531.83	924.283	-1095.083	-1251.919	-1428.324	1451.139	3010.195	4685.053	1235.263	140.883	-489.975	3846.38	-3059.994	-5469.846	2140.395
English_Cumbria:POBI729242	English	168576	1.0001	4192.774	6033.797	1496.475	889.133	-4349.821	-4030.794	-394.014	-2317.467	2559.38	2350.43	-903.589	945.689	-1013.77	2023.239	1034.804	1487.736	-1813.919	-5743.777	8340.994	344.56
English_Cumbria:POBI731261	English	168586	1.0001	5265.335	6620.608	1641.001	1111.789	-1984.453	-3807.73	39.941	1497.286	1439.473	-3136.085	-867.917	858.319	-1401.55	4345.391	-4267.726	1141.138	-3268.628	2077.39	1283.473	479.307
English_Cumbria:POBI731283	English	168585	1.0001	5530.611	4026.69	-4.858	2129.455	-1094.43	-3245.818	1134.687	-2187.485	2542.448	3473.782	-519.137	-148.328	-929.339	-1164.419	-1134.494	5345.545	3562.962	429.135	-8.622	138.314
English_Cumbria:POBI731355	English	168573	1.0002	3712.758	6560.309	3780.495	529.579	-4924.272	-2763.992	2229.484	-2718.873	-2027.972	-130.968	792.184	-149.748	-3637.804	-1526.316	-3079.225	-3561.437	3674.692	-4612.459	-2297.106	3810.153
English_Cumbria:POBI731403	English	168582	1.0001	3826.692	6735.544	4099.015	649.163	-2852.743	-2775.76	15.36	-1627.019	-538.192	-1964.835	-1569.309	-1901.98	-1948.536	-1100.703	-1303.001	-737.23	2295.491	3713.216	-2895.284	3618.205
English_Cumbria:POBI731426	English	168574	1.0001	4610.182	4037.793	670.77	-652.498	-5727.157	-71.292	-1765.027	-83.853	-2605	-2605.742	-2036.155	4366.044	-225.134	-645.153	-3078.891	-1727.847	-115.834	2107.081	1288.685	-2707.491
English_Cumbria:POBI732964	English	168593	1	6350.839	5671.569	2173.123	756.347	-6459.311	-277.571	71.345	1441.58	1938.134	-1038.966	-627.559	1586.632	-1366.725	-1054.962	704.826	119.339	-5267.286	3100.031	-5764.584	-246.338
English_Cumbria:POBI732967	English	168584	1.0001	4270.551	5701.946	1830.879	3335.538	-4178.886	1413.212	598.36	1382.204	2215.622	-841.049	-1257.572	1397.571	3188.719	5685.131	1621.383	2167.779	-1295.575	-2245.635	2671.325	5108.057
English_Cumbria:POBI732969	English	168568	1.0002	4419.476	2452.546	3691.525	959.083	-4408.048	-3056.145	-569.155	1164.616	2946.732	3055.192	1854.013	586.938	-2193.183	-1234.411	2223.048	-2067.641	-594.224	765.905	-708.136	2809.803
English_Cumbria:POBI732973	English	168592	1	2961.56	8310.351	1756.402	1927.095	-6283.033	-2027.111	1407.362	-1332.779	325.679	965.553	3403.467	757.874	-75.954	-104.896	808.084	2144.952	928.311	2785.72	3262.535	5854.338
English_Cumbria:POBI732984	English	168584	1.0001	3304.555	6515.34	646.426	-2029.209	-4492.79	-1388.607	1374.796	-2300.31	-3067.249	3032.132	-2422.026	-3081.384	917.894	1918.859	441.851	4491.253	2404.114	3699.11	-3536.265	399.73
English_Cumbria:POBI732992	English	168587	1.0001	3540.513	6965.075	3240.351	2223.183	-7460.499	-1486.354	-1115.155	-1423.752	47.788	161.179	-5075.385	-1393.644	1920.667	1720.101	-979.685	-5169.671	-3862.137	4843.759	-2019.761	-409.947
English_Cumbria:POBI732997	English	168581	1.0001	3380.412	6551.929	1258.741	1048.152	-5000.889	-1030.599	1639.439	451.529	1867.359	437.158	-681.741	-784.281	1115.675	-4476.027	3385.845	-4042.694	3094.249	3426.208	943.217	-5909.11
English_Cumbria:POBI732998	English	168582	1.0001	3122.182	6379.465	1460.442	1783.05	-5026.191	-1622.615	2821.815	-3905.731	1362.987	-3713.12	-254.29	4484.774	-1077.854	-745.403	-1116.202	-1763.939	-1016.248	1139.768	-1090.624	-1099.941
English_Cumbria:POBI733008	English	168573	1.0002	4639.389	4929.001	479.309	119.566	-3434.219	-485.652	1430.384	969.257	-2210.371	-287.6	3457.463	-3531.402	1295.514	-4271.745	2696.819	1878.033	1138.976	453.942	-3700.386	-570.685
English_Cumbria:POBI733010	English	168571	1.0002	3797.688	7351.047	1015.522	1333.33	-3132.759	787.649	-1434.824	1962.292	-1061.554	-3053.838	-3883.503	-1354.839	-867.873	1024.754	-4930.421	285.448	-5792.288	463.191	-3201.033	-1802.822
English_Cumbria:POBI733011	English	168532	1.0004	4319.412	6989.607	2949.825	-294.781	-5776.278	-1691.123	3066.162	-795.426	3537.146	1245.991	1115.619	-1124.949	2627.794	-1953.712	-1684.452	-2035.444	636.445	-126.807	-1524.609	612.017
English_Cumbria:POBI733014	English	168582	1.0001	3463.336	6467.878	1928.333	-1059.453	-284.332	-2491.772	574.338	-618.665	1031.141	1653.631	-1765.207	106.722	-781.97	4984.81	-1291.334	1046.454	-499.786	-2999.548	-2317.76	3482.977
English_Cumbria:POBI733017	English	168586	1.0001	5081.591	6610.951	558.256	718.57	-2056.221	-2643.231	2377.335	-1149.645	720.728	-1800.904	1460.847	4289.823	-507.086	-2364.43	-1086.486	-234.62	312.2	-3013.757	-719.792	-3007.831
English_Cumbria:POBI733022	English	168593	1	1134.501	5944.99	714.69	-376.601	-3789.358	-1298.303	3514.16	335.777	-1532.566	460.056	1460.099	319.381	-921.703	308.986	-3214.095	-2397.448	-4853.074	-2206.124	-496.191	-1683.773
English_Cumbria:POBI733028	English	168571	1.0002	3518.613	7641.71	2248.02	-2297.43	-3312.746	-2889.091	327.478	920.82	-3968.01	2697.757	-601.812	-361.512	2379.721	-505.753	-1072.933	-6439.511	-1574.815	3028.701	-3082.184	-2511.842
English_Cumbria:POBI733034	English	168586	1.0001	3704.643	6003.564	799.274	340.314	-3180.622	-3502.998	-571.917	-2015.995	-2451.701	1046.472	413.219	195.433	-999.696	-1268.938	3161.483	-1002.149	-6455.541	-557.45	-1987.714	-1066.849
English_Cumbria:POBI733035	English	168532	1.0004	4668.627	8221.185	2675.499	-2056.628	-5225.166	-852.217	2268.073	642.74	2698.41	2287.671	-3501.445	1266.739	2573.916	-768.035	-2361.118	5107.759	-1497.867	1776.599	382.007	-3160.143
English_Cumbria:POBI733046	English	168579	1.0001	4865.222	6872.28	874.495	-91.123	-4085.593	-1639.989	-303.186	-375.55	3203.558	1615.111	-2675.592	-2784.62	-2181.751	-3754.161	2607.11	-870.4	-1385.892	949.559	28.073	1621.984
English_Cumbria:POBI733048	English	168584	1.0001	5211.76	6368.803	1667.506	1261.086	-5278.135	-4237.705	6156.951	-2920.964	-3363.655	-1107.455	-572	-209.977	-2332.951	-1774.117	-1278.162	223.762	355.766	-307.561	4281.284	228.731
English_Cumbria:POBI733051	English	168590	1.0001	4416.5	6497.713	-308.22	-351.146	-3192.589	-1627.282	2017.154	402.706	1034.674	-1442.107	1899.713	-749.723	2367.307	881.545	-587.984	-1478.507	-2467.607	1823.268	-3733.983	1123.649
English_Cumbria:POBI733476	English	168489	1.0007	4964.927	6874.134	1315.16	2518.86	-3918.047	-1846.266	3073.037	919.805	-358.811	-1061.578	2093.664	2390.765	-4070.764	-508.121	-1017.684	6387.75	1357.947	-6721.564	-2028.818	4816.208
English_Cumbria:POBI733753	English	168589	1.0001	4660.57	5630.087	3578.498	2302.816	-1474.552	-652.546	3145.666	2639.752	594.797	-4470.457	-144.041	-1606.301	3119.028	-902.64	3295.179	-2592.886	2127.31	-3829.567	1606.222	-103.522
English_Devon:POBI732020	English	168592	1	3900.798	7422.48	636.255	2310.863	-980.036	-3588.186	-2620.087	-4107.753	-479.793	672.519	-1581.091	-2685.48	-1129.858	608.273	22.723	662.166	-1713.324	854.751	-633.137	345.597
English_Devon:POBI732066	English	168594	1	4502.448	7251.993	-735.482	-312.305	-978.722	-2380.786	-1369.081	-2101.393	1228.031	317.215	-3445.564	-152.971	-1113.191	-533.25	-3456.428	794.59	-4823.773	-2144.874	2694.092	1480.83
English_Devon:POBI732082	English	168589	1.0001	3615.597	7038.771	650.533	-563.459	-2640.322	-2752.256	2499.612	-1698.197	1493.059	-339.96	-5175.454	-1918.42	-3323.196	3003.295	-2447.778	3657.046	4480.641	-3546.214	1728.683	516.69
English_Devon:POBI732084	English	168592	1	3868.889	8570.267	1474.276	-1462.058	-3634.438	-5642.684	-1542.621	496.061	2688.392	1812.938	289.267	-2642.507	-1381.275	-4087.478	-3282.396	-1176.718	4122.306	-2830.825	1302.599	79.954
English_Devon:POBI732086	English	168589	1.0001	4797.342	6430.165	911.967	457.914	-1549.828	-4156.536	1219.493	587.202	7149.948	-571.562	-5818.935	5560.006	1895.387	1684.304	585.696	2264.893	1607.555	1693.232	-434.096	-1537.992
English_Devon:POBI732104	English	168587	1.0001	5947.255	8664.878	2406.296	1045.477	269.706	-1762.221	648.154	-578.402	2453.75	10.237	2912.613	-894.775	-5226.979	8619.806	-1849.448	-4617.772	6318.143	-3215.416	1524.828	-631.477
English_Devon:POBI732106	English	168585	1.0001	6312.306	7997.078	2231.146	-9.871	-609.126	-685.344	-1272.459	-2361.048	-597.803	3558.928	-1526.902	657.174	-2742.456	2298.048	-1675.744	-1747.222	-3624.353	3684.662	-1735.927	2918.056
English_Devon:POBI732108	English	168575	1.0001	3402.113	6411.928	2579.912	847.183	-3699.222	-2078.263	-2061.65	-1619.644	516.591	2721.55	198.853	-4007.91	387.603	1517.846	-1964.772	-2453.884	-6079.13	2505.604	-570.132	-1200.416
English_Devon:POBI732109	English	168594	1	3823.299	5243.89	2236.036	1448.898	-4225.25	-3508.186	-1430.776	-743.32	2127.147	525.63	158.019	-808.681	874.094	2911.266	505.216	79.565	-4211.403	2696.865	4370.347	3802.024
English_Devon:POBI732133	English	168592	1	3485.449	5426.809	819.872	-1177.659	-1113.798	-1831.32	-184.115	-4119.647	574.842	167.702	-135.615	1288.142	-3854.681	-1864.822	112.586	-3479.526	-916.731	-377.365	-355.27	-4351.687
English_Devon:POBI732135	English	168591	1	3175.667	5646.145	1353.977	3302.722	-1422.31	-3471.284	-85.188	-3013.316	-247.14	1190.316	-4265.576	-2196.093	1668.543	400.724	-3436.367	2156.812	-1605.203	544.909	1982.241	1137.63
English_Devon:POBI732137	English	168586	1.0001	4471.577	5574.959	1214.453	1696.832	-2078.888	-2838.424	2118.387	-978.102	-2130.486	-7.134	-1130.155	278.872	-1606.278	-3219.23	-2473.877	45.552	2625.228	-1462.082	-2917.909	-3738.062
English_Devon:POBI732156	English	168578	1.0001	1399.039	6758.416	1070.123	-347.614	-4625.244	-3936.561	-75.661	-1252.155	814.55	2691.628	14.59	393.909	-1526.999	-842.251	-3431.618	-395.057	-7428.638	1896.479	-4020.104	-1498.734
English_Devon:POBI732162	English	168595	1	3932.717	6413.73	-37.559	-1597.762	-2487.971	-1108.742	1613.248	-3447.67	2601.041	2156.09	-226.806	-4589.215	-4032.111	2686.652	-7910.202	1678.69	1819.096	3213.783	2959.669	-861.096
English_Devon:POBI732164	English	168588	1.0001	2608.752	5752.531	2587.523	573.958	-243.673	-1578.684	-882.726	-3833.751	2791.712	685.667	-976.206	1891.848	-2020.391	6622.787	-1414.556	-3966.183	3579.535	-1177.596	5428.295	-1174.018
English_Devon:POBI732177	English	168586	1.0001	2298.587	4410.875	433.907	3.441	-1629.021	-3325.55	-1400.323	-611.972	4158.488	-916.826	-810.985	-1123.391	-5036.849	-467.914	4794.756	2409.152	2288.341	-2323.124	-4778.235	101.056
English_Devon:POBI732202	English	168586	1.0001	2796.014	7692.717	2167.603	1707.416	-1105.088	-3784.023	48.17	-633.887	626.685	596.072	-2832.211	-1422.905	1809.769	1191.774	-6005.501	613.254	-194.181	1440.029	4753.595	-1645.528
English_Devon:POBI733256	English	168596	1	2233.874	6798.014	2296.049	317.828	-3805.542	-2281.337	-3120.953	1591.196	4131.391	429.846	-3014.047	-2197.803	1502.772	-2006.263	-5210.981	3879.842	2539.672	-4112.947	606.021	-1285.139
English_Devon:POBI733260	English	168580	1.0001	3467.442	5947.84	2107.721	-1946.23	-1840.692	-2669.123	1435.131	355.502	1560.564	2132.736	-1341.695	-2037.484	1454.942	1713.622	-390.64	-1785.796	648.296	1969.603	-2040.328	1602.603
English_Devon:POBI733267	English	168589	1.0001	5017.472	5785.07	2497.061	-622.775	-3354.066	-2222.53	26.843	-3699.864	2000.88	4510.897	-3059.133	-79.988	-272.26	1273.185	-4060.751	-2906.181	904.855	5745.569	1989.433	1932.646
English_Devon:POBI733415	English	168546	1.0003	5480.106	6579.31	3643.485	306.84	-1430.43	-1228.32	-162.917	-1322.924	-251.349	-1713.385	-841.853	-2714.066	-170.878	3289.389	1281.256	-3582.556	2244.98	-1392.563	2413.536	-5226.306
English_Devon:POBI733710	English	168582	1.0001	4545.426	5873.437	566.937	-434.108	-2888.942	-5135.876	-1713.606	-2651.59	2839.142	1015.023	-427.016	-5672.117	-3890.49	1296.206	-3286.395	950.341	2545.903	-360.993	3826.954	4241.799
English_Devon:POBI733755	English	168580	1.0001	2918.343	6648.929	1843.387	3042.792	-3285.883	-3706.397	23.905	-2031.443	630.645	1916.617	-3896.769	-2806.763	4676.626	-182.831	4411.51	8006.051	-1753.855	3831.427	978.74	2304.156
English_Devon:POBI733821	English	168592	1	3761.247	7288.241	2275.691	-308.512	-3707.25	-2368.719	2692.677	-3662.572	2558.52	-2330.51	-533.853	1015.053	-1400.447	-922.782	-6215.465	4912.71	6701.508	2359.619	-4877.623	-3235.898
English_Dorset:POBI731452	English	168591	1	1415.149	4988.385	1295.776	-395.961	1092.901	-4756.771	1408.094	-3508.173	-330.942	3263.303	-1004.343	-157.653	4374.143	-3072.687	-813.779	2803.929	2175.224	5602.971	-3312.525	-4018.24
English_Dorset:POBI731456	English	168589	1.0001	3450.518	6008.258	1744.415	1656.501	-3634.614	-1049.729	67.636	-2795.197	-282.795	2329.35	2519.261	-2263.544	-1543.612	-2606.135	-4037.146	2391.005	-46.663	-686.836	3860.605	-1090.287
English_Dorset:POBI731471	English	168588	1.0001	1833.9	6015.114	1473.904	-2109.987	-1336.3	-4048.444	427.782	299.589	4006.533	3383.858	-3129.415	1983.042	-517.073	-3484.651	-814.663	-294.086	4446.551	-2011.059	-2823.032	613.923
English_Dorset:POBI731475	English	168587	1.0001	2324.07	3956.511	162.827	219.608	-1572.432	-1070.186	1074.291	-3185.742	2969.693	1818.841	1604.314	-2425.754	2991.827	2081.416	3160.915	6012.325	2011.432	1410.973	6070.942	2391.54
English_Dorset:POBI731520	English	168588	1.0001	3094.001	5427.363	2948.444	3030.645	854.512	432.149	179.535	-1424.238	3061.969	4452.087	-3369.746	-3150.009	736.063	-756.196	70.243	3959.939	1225.79	-3608.973	1453.443	1076.184
English_Dorset:POBI731526	English	168559	1.0002	4747.09	8196.638	1205.474	310.584	-2323.99	-2660.992	49.013	-704.339	-221.981	246.604	-2718.699	-2094.575	3020.776	-1909.909	-3993.577	-908.91	337.995	-290.538	-429.942	-132.695
English_Dorset:POBI731545	English	168557	1.0002	3892.27	7853.876	259.109	756.735	1989.02	-3833.135	-1283.559	-2782.52	-967.552	886.823	-602.075	228.788	3015.833	-2724.791	-1164.887	2847.819	-964.703	-2640.885	-105.64	-4608.902
English_Dorset:POBI731547	English	168587	1.0001	2204.679	5408.197	1103.257	-441.846	-310.903	-3043.493	-2508.289	-1913.961	-1395.125	2805.167	-339.748	2446.278	559.651	515.415	671.108	3480.553	1422.613	-4779.362	3682.787	-1359.306
English_Dorset:POBI731570	English	168593	1	3389.627	7683.815	823.145	370.764	-1988.815	-4738.951	-1257.778	-995.304	-376.451	-2774.518	-6290.872	1001.434	-1519.156	1897.483	1730.261	1922.661	2281.718	6120.02	-3184.806	-434.072
English_Dorset:POBI731591	English	168581	1.0001	2170.113	5500.915	2355.613	1167.395	618.719	-3242.586	-484.071	-2192.42	1063.05	2047.43	-471.345	-750.824	-660.735	-310.403	5228.343	1052.855	5981.703	-3829.813	1372.521	2141.662
English_Dorset:POBI731612	English	168590	1.0001	3018.953	4978.182	1423.329	604.724	916.222	-1381.966	450.403	-2171.363	1284	2398.497	-1149.298	-2498.252	-1082.419	944.923	2306.473	-2488.298	-658.13	1672.804	242.281	-3550.49
English_Dorset:POBI733360	English	168585	1.0001	5831.173	6045.397	1773.515	-27.637	-1014.787	-3780.067	1230.956	-280.831	-2698.143	780.457	-393.502	-626.294	-1036.622	-1066.606	-3896.774	-2726.266	-1543.691	142.77	-528.653	3047.007
English_Durham:POBI728788	English	168586	1.0001	3595.117	6000.506	3393.008	1026.074	-2220.461	-1668.744	1016.07	-840.983	-767.351	-209.171	-2806.46	560.259	-2847.844	1146.569	2903.862	-1546.867	3910.058	-1562.815	-1434.081	-331.894
English_Durham:POBI729919	English	166416	1.0131	2879.386	6823.088	2623.409	1993.916	-4810.26	-3032.63	2507.962	-1043.225	2060.934	1182.975	-256.343	-1177.069	-4952.356	-3787.824	1307.479	-3628.463	-4305.813	2273.633	-1436.646	6127.737
English_Durham:POBI730015	English	167610	1.0059	3471.466	6569.844	3470.727	-681.007	-2461.537	-4145.175	2021.572	188.979	-156.065	-707.992	-1580.566	-736.853	-4068.555	4602.831	-617.214	-17.038	-868.867	1575.075	1522.809	367.36
English_Durham:POBI730093	English	168586	1.0001	3631.204	5444.355	2507.512	1983.228	-2215.577	-2676.082	-155.983	-218.806	291.151	1439.377	-1454.663	994.605	1383.402	955.433	2001.166	1448.18	-2516.647	-799.7	3571.922	-2780.227
English_Durham:POBI730107	English	168581	1.0001	2081.295	6259.202	455.175	796.175	-2121.312	-4403.295	3924.848	-3940.191	980.17	2720.107	948.541	1366.911	-3222.09	-909.182	-1972.562	1699.845	2885.353	1653.003	-1098.004	5626.996
English_Durham:POBI730115	English	168583	1.0001	1771.484	5683.417	3132.747	-56.057	-892.449	-24.472	919.377	72.645	-1956.488	-729.878	-391.948	-6518.524	1497.511	-6107.882	-3180.235	3371.677	657.35	-3146.798	-5886.513	-1864.832
English_Durham:POBI730136	English	168565	1.0002	3937.305	7767.102	1847.762	-661.228	-1083.664	-259.991	136.855	1049.939	835.524	687.494	312.155	2.147	-2734.734	665.283	1002.512	4657.626	1714.663	-593.826	851.411	-963.39
English_Durham:POBI730154	English	168591	1	1880.652	5010.357	1731.399	-2193.52	939.352	662.686	483.215	-1491.12	1354.082	-155.118	-5692.727	2378.747	3422.829	-2955.438	-4584.628	3862.481	-1719.873	-1766.135	1728.736	-2987.792
English_Durham:POBI730183	English	168230	1.0022	5317.317	5352.45	587.598	517.82	-3148.14	-3223.946	1574.152	1007.322	13.035	5.432	940.164	-1698.574	2027.092	-5092.591	-4429.788	465.624	361.906	-973.825	-4864.655	-87.483
English_Durham:POBI732143	English	168593	1	7522.635	5151.922	1038.218	-158.007	-1036.736	-3741.845	-1708.668	470.57	-1648.956	819.197	-1207.384	1480.281	-557.107	-139.23	-111.52	-321.771	-1802.912	-4036.83	1716.319	-109.039
English_Durham:POBI732913	English	168566	1.0002	4093.702	5893.596	4393.109	2534.7	-5081.79	-1883.859	-1602.731	-4064.731	2670.877	-133.316	-1965.243	2142.472	3975.896	-1830.729	403.168	-2667.811	2409.279	-1363.9	354.267	3467.447
English_Durham:POBI733197	English	168591	1	2318.708	5248.033	1949.013	70.125	-6245.528	-4046.393	233.556	-3573.604	2654.566	841.697	637.235	-2358.509	-4613.793	-2395.525	1970.127	230.076	-387.358	-5248.565	-2336.641	99.229
English_Durham:POBI733379	English	168589	1.0001	2581.379	6275.133	2262.549	1595.606	-1279.37	-2598.528	-171.286	-2123.523	3454.094	3602.818	-2656.232	-2360.448	4933.566	1642.509	-435.426	239.914	-1334.845	-966.904	1362.386	-639.991
English_EastSussex:POBI731672	English	168593	1	5345.954	5595.9	2570.54	982.376	-2107.17	-2141.383	526.824	-3499.757	4474.533	1034.916	-2091.972	1011.141	-1323.042	-3999.68	2847.846	-3357.574	245.598	-1093.901	1304.73	3563.292
English_EastSussex:POBI731678	English	168586	1.0001	3912.971	6604.592	809.241	1052.098	-184.149	-374.981	-670.815	-3493.203	1769.107	1607.997	1219.348	930.92	-1330.135	-2281.433	1346.448	1367.213	3906.684	-335.054	464.868	5817.114
English_EastSussex:POBI731680	English	168570	1.0002	4618.758	8568.171	1432.281	1092.675	1332.93	-6188.466	-935.636	-4499.404	1980.001	2191.344	-431.985	391.051	-728.32	1443.656	704.837	-1057.074	-633.719	2159.451	-1284.015	-3932.294
English_EastSussex:POBI731699	English	168581	1.0001	2186.871	6168.672	1328.296	3117.59	-623.006	-3228.854	-514.838	-2076.82	-2626.498	-1488.694	-738.199	-614.484	-3411.744	-1181.961	2258.432	-390.984	-4788.126	-1319.35	-4007.034	217.368
English_EastSussex:POBI731715	English	168584	1.0001	1901.713	6597.32	-329.733	-749.161	-580.896	-1798.799	-1356.959	-3906.795	-958.539	2573.154	356.874	1595.052	-1877.212	3663.123	73.464	-2186.073	615.001	-3658.04	-496.177	-2430.77
English_EastSussex:POBI731721	English	168597	1	3229.462	6093.333	-82.809	-464.769	2021.828	-3512.667	-2297.163	513.079	1672.44	-1569.802	-5470.416	918.436	1209.301	-886.749	4016.926	-1003.026	-2397.075	2319.115	2964.333	-3943.51
English_EastSussex:POBI731739	English	168581	1.0001	1509.803	6634.13	1284.577	-1357.714	-255.899	-2963.321	-586.134	-3248.005	2649.429	337.415	-1517.963	-822.941	-76.509	1275.819	148.978	-107.397	1212.666	-4117.733	3455.85	5466.968
English_EastSussex:POBI731768	English	168593	1	2983.243	5184.261	404.952	1952.879	-652.617	-3124.086	1505.207	-2657.076	2122.678	3522.655	1098.945	-632.552	788.688	1160.609	-320.69	-302.633	1587.984	-5029.391	4621.313	-2335.006
English_EastSussex:POBI731796	English	168586	1.0001	4255.389	5669.607	1772.09	-503.744	-1351.424	-2473.757	-722.625	-2482.184	-1024.376	854.987	1181.211	1082.947	-215.101	873.447	-1454.026	1565.362	2352.758	-461.054	-3195.361	-4982.988
English_EastSussex:POBI733421	English	168580	1.0001	5808.59	5242.276	605.477	4713.571	-1736.258	-1801.914	-1391.12	-5272.182	441.961	-1398.636	-2132.596	-3613.374	465.227	-5187.927	1434.337	647.831	-202.951	-176.803	-6332.93	4734.81
English_EastSussex:POBI733432	English	168588	1.0001	3631.312	7686.977	1579.423	6.851	1273.137	413.828	781.614	-2346.055	2018.328	4741.94	1398.913	-440.91	-1891.516	-3779.659	-600.42	1799.881	580.773	-146.726	-2171.89	2514.216
English_EastSussex:POBI733628	English	168593	1	4713.045	5816.232	3468.922	-732.587	729.577	-3789.83	-2848.474	-1360.218	-1449.458	3605.871	357.61	-4098.891	-4210.377	-732.693	837.54	-1599.21	-4007.93	2145.15	-550.561	3238.85
English_EastYorkshire:POBI730511	English	168595	1	2660.183	6290.486	1028.539	781.849	-1408.11	-2839.257	856.055	-1345.527	1110.419	88.587	916.262	1116.299	10.863	-532.612	-3884.029	1730.142	2344.225	-6230.797	1571.201	-718.059
English_EastYorkshire:POBI730624	English	168592	1	3352.389	7507.799	1337.163	-194.403	-142.45	-3046.139	2130.885	70.788	2312.971	3760.299	-48.347	-1113.458	-1923.881	1971.192	1161.498	2017.605	-140.603	2100.357	-6347.544	1279.898
English_EastYorkshire:POBI730655	English	168597	1	4685.726	6449.407	1814.382	1692.752	1476.233	-1699.291	310.831	375.821	-1851.841	-1449.838	-2794.442	-5162.832	-234.665	-3965.866	308.426	8547.343	-500.804	-4031.685	-1498.973	3044.965
English_EastYorkshire:POBI730687	English	168589	1.0001	2115.947	6509.992	449.86	-422.673	-876.618	-1133.868	268.256	1404.343	851.835	4733.179	-491.008	2899.875	-1731.382	-529.32	99.467	6396.82	924.295	-3190.05	-3207.586	1635.867
English_EastYorkshire:POBI730693	English	168594	1	3235.379	6464.9	3058.297	848.229	2783.928	-1959.757	-1624.179	-2779.657	-1954.769	-2217.091	916.561	1015.589	764.085	-546.351	-53.359	550.518	2537.457	2273.274	929.143	-2127.024
English_EastYorkshire:POBI731458	English	168590	1.0001	4095.879	3898.149	2036.184	-1006.038	-1708.671	-2662.259	-171.639	-781.99	-2720.496	-1665.904	1743.376	2783.06	-164.662	-2699.755	-4891.088	1260.888	-1210.595	939.611	1113.13	-873.745
English_EastYorkshire:POBI731509	English	168594	1	3623.135	6564.691	-733.344	257.942	-459.62	-4666.878	-2051.119	-1865.234	-373.796	3037.429	2391.411	-1838.849	-1701.941	-170.322	1928.24	2406.683	1714.414	1004.567	-97.47	423.025
English_EastYorkshire:POBI731535	English	168589	1.0001	2464.071	7308.238	2799.62	-750.506	-3662.231	-3143.935	840.699	2651.345	-1438.985	1015.776	-380.414	-868.89	-61.144	3526.624	261.373	-1426.449	-1884.396	7159.376	1894.642	2766.895
English_EastYorkshire:POBI731557	English	168587	1.0001	3797.953	4269.936	80.885	245.587	-357.637	-1053.116	-1245.513	726.315	-3089.383	38.494	-973.977	3149.037	-2356.981	2412.177	1843.108	3901.793	-953.101	-1382.981	2087.489	2454.757
English_EastYorkshire:POBI731602	English	168594	1	2910.17	7244.063	1616.327	-757.097	-1106.465	-1880.441	-386.587	593.81	-4308.227	1121.709	-2752.833	4778.945	2242.572	2833.69	-406.084	1371.178	299.846	-1535.833	3862.351	1502.09
English_EastYorkshire:POBI732888	English	168586	1.0001	5684.196	7557.312	1192.807	1013.722	-1645.67	-1239.816	1333.151	77.388	-534.235	2413.068	-1456.727	-932.719	2034.405	5197.399	320.304	3687.977	667.676	3826.986	-4007.257	4410.868
English_EastYorkshire:POBI732901	English	168577	1.0001	7037.672	6515.589	1804.618	977.471	-379.943	-1000.557	886.012	-772.308	2810.154	-2201.777	-1480.397	3683.683	-1701.135	-832.415	2750.081	-381.445	568.599	1767.696	4218.362	-4719.65
English_EastYorkshire:POBI732954	English	168591	1	2248.94	7066.368	1968.561	-751.061	-4481.33	-4143.269	-398.445	-398.389	-2834.211	-1204.797	-578.298	1488.757	-3031.684	-654.51	-1499.547	19.671	638.8	1517.979	-4697.668	-1536.108
