,Abkhazian,Adyghe,Albanian,Armenian,Azeri,Balkar,Basque_France,Basque_France_inferred,Basque_Spain,Basque_Spain_inferred,Belarusian,Belgian,Bosniak,Bulgarian,Canary_Islander,Chechen,Corsican,Croatian,Cypriot,Czech,Danish,Druze,Dutch,English,Estonian,Finnish,French,Gagauz,Georgian,German,Greek,Hungarian,Icelandic,Ingrian,Irish,Italian,Kabardian,Karelian,Kosovan,Kumyk,Lak_Dagestan,Latvian,Lebanese_Christian,Lezgin,Lithuanian,Macedonian,Moldovan,Montenegrin,Mordvin,North_Ossetian,Northern_Irish,Norwegian,Orcadian,Polish,Portuguese,Romanian,Russian,Saami_Finland_inferred,Saami_Norway_inferred,Saami_Sweden_inferred,Sardinian,Scottish,Serbian,Slovakian,Slovenian,Spanish,Swedish,Tabasaran,Turkish,Ukrainian,Veps,Welsh
LUN155,6.2707434683431455e-263,0.0,,2.8764893613116297e-192,0.0,5.703477595546363e-135,1.106280282021787e-149,,0.0,0.0,9.20912692448986e-238,4.682252692704124e-05,8.441032901468835e-114,3.8554717903786177e-81,,4.256615170290394e-170,1.9521243729197847e-91,1.515929382321652e-47,0.0,1.6963205735248937e-48,0.06195441057391446,0.0,0.504545741052395,0.00017777890153714858,1.8797298396876313e-45,1.6804931507108494e-18,5.095904565389444e-06,0.0,1.0566960625672652e-193,0.15697639996286716,4.925395403056721e-103,3.8828644106540146e-20,1.0372879618424118e-05,,3.795528263107258e-12,1.0451562345816255e-21,,4.756303625282595e-195,0.0,4.221199775240375e-179,0.0,0.0,0.0,0.0,1.6454771597975545e-59,1.7206071049611023e-285,0.0,4.816983662020097e-148,1.4851359080198372e-225,0.0,5.335057414885855e-09,0.007535127081973957,6.9865114405332e-19,3.0194644859830524e-24,0.0,6.180357186793e-86,1.2665481041400338e-113,1.6096633636823107e-170,0.0,,1.8591666504351117e-277,8.585708528653762e-12,1.4825200952149524e-147,1.8143353745618467e-103,3.981041538725716e-91,1.85808472741796e-50,0.004949947162154624,,6.747821132513725e-160,3.5320885379093493e-99,0.0,0.0004024531599455178
LUN156,1.8710864549324476e-204,1.0484698294967885e-218,,2.2980112263009022e-112,0.0,3.0391167647677415e-75,9.572933712912691e-110,,0.0,0.0,1.6739410532163107e-93,2.997420001789548e-06,9.941870457908265e-104,9.396702670115855e-50,,4.2949261083494775e-110,5.611656702943996e-74,3.3815685938742865e-32,0.0,1.1081099844942275e-22,4.286055141008906e-05,0.0,4.3482484198316887e-05,0.003897158451466783,2.4236633811215342e-39,3.817879311215546e-23,0.00024237848339201784,5.984303080423202e-244,5.485069463765937e-110,0.0001101905643975823,1.150678707480353e-74,8.225795870419852e-20,3.979788966929105e-07,,2.556884140404204e-07,3.138050488725605e-17,,3.8840694072970025e-175,0.0,4.330942418230091e-116,0.0,0.0,0.0,0.0,1.4915496775326095e-35,4.34742897273377e-243,0.0,3.5049311262667185e-269,5.475515044301986e-120,0.0,7.315876390574838e-05,0.010837553922007042,1.5021850371286478e-07,4.1773374745730355e-19,0.0,7.234721245437338e-73,4.0030122540708763e-79,1.274667573663157e-233,0.0,,0.0,7.0163404789592e-08,1.7475557428571371e-109,2.408621046651348e-64,2.794686451429213e-46,7.88837949140533e-40,2.3855013661399644e-07,,4.771221655003829e-111,9.918746493964951e-70,0.0,4.801064417010299e-05
LUN157,1.0765537500074877e-209,0.0,,3.502601597268905e-150,0.0,3.664705497396549e-103,5.994796692581147e-142,,0.0,0.0,4.231159148738372e-158,0.00028122287248575945,1.2449254259234946e-79,2.17182332494423e-63,,3.561215775195918e-132,1.3489628473576045e-98,1.2490528290514835e-31,0.0,1.8722957370173892e-33,0.8460964998221436,0.0,0.32382058688521,0.0011131592594702522,1.100612816505066e-33,8.3937308255115e-14,8.030553997131733e-05,0.0,2.9770664773647055e-146,0.5419261574506228,5.666375709510124e-85,1.9423932158246474e-16,0.00039724974929517866,,1.4032091643911004e-10,1.6959855149170716e-18,,1.031467620910144e-160,0.0,1.7870491866127127e-150,0.0,0.0,0.0,0.0,4.8159919026912346e-45,1.4012828797216138e-219,0.0,1.4808979432315046e-117,6.00718525105893e-184,0.0,3.2437088306225404e-06,0.07403942315961383,4.631890895246326e-16,6.510495365574681e-19,0.0,4.561637637553245e-67,3.556634209424779e-88,4.446995268280817e-136,0.0,,9.458912225234917e-283,4.878208586694965e-07,1.9793271499349212e-134,6.223985388372388e-67,7.021339991612565e-61,3.804287605272222e-49,0.06066423399599545,,1.3067826142343666e-119,4.562184911597932e-84,0.0,0.001964611172578474
LUN158,2.0470919538586861e-221,0.0,0.0,7.469919813637715e-159,0.0,4.0972088173149733e-101,6.114183362927601e-141,,0.0,0.0,1.8926108963759888e-160,0.00040559051593217404,4.24185830938282e-93,2.6361182357965257e-60,,8.472114610558405e-175,7.015365339762438e-95,2.307583441970006e-38,0.0,3.1670045027463217e-34,0.4179122460244077,0.0,0.2451925117554671,0.001594409027565179,2.417746110084055e-40,6.526434924973997e-14,5.539421443645667e-06,6.0381397608979116e-282,8.39056941238526e-146,0.22257926328424954,2.1694958804335283e-77,5.478079234061139e-12,4.893204204448823e-08,,1.2480834320941073e-11,6.039893855103885e-20,,1.27183056383847e-176,0.0,1.576234854052394e-157,0.0,0.0,0.0,0.0,3.6301939874681707e-47,3.728905022502065e-218,0.0,2.187902007559493e-116,1.4304025317927669e-204,0.0,5.857644608652013e-06,0.04854430308627269,5.343714995007657e-25,3.877038567937402e-17,0.0,3.970992974231078e-61,3.396227958096221e-93,1.77309745268923e-193,0.0,,6.692140367224901e-268,2.0871965499665708e-07,3.530746835873438e-112,3.611311821545435e-74,1.7028357930485848e-74,2.9359601967973916e-47,0.19953292595117372,,9.077991063815224e-123,5.651453425084079e-80,0.0,0.003120568332931917
LUN159,2.01292184220493e-78,1.261180467252023e-147,0.0,1.686752227553398e-52,0.0,7.618866701530454e-30,3.679844323624015e-210,,0.0,,9.188014842963045e-42,1.361575092809349e-34,5.516452494707404e-18,1.78165672951002e-31,,3.073879971938652e-66,2.7771653471904815e-240,2.2591719996439138e-07,0.0,2.1926640848580287e-05,1.2679763274907395e-16,0.0,8.502958882534103e-33,7.606985527686636e-43,4.8449647026903904e-14,7.036088934095174e-17,1.6553139379647942e-30,0.0,1.1553946411627662e-54,0.0795450329612732,9.46138431695243e-36,1.8197854200029524e-14,4.1302491399403055e-31,,4.012242645548195e-45,4.8154921838813264e-30,,1.2771315455197806e-75,0.0,8.987463972639759e-139,0.0,0.0,0.0,0.0,8.119094430121841e-14,8.276234906504273e-73,0.0,1.148675941959544e-120,6.663394946149344e-98,0.0,8.466529445805408e-40,1.2809409222784126e-24,8.993529106805053e-54,4.076190059881877e-05,0.0,7.268541167315999e-25,1.4855035234141483e-24,2.0124112908299662e-69,0.0,,0.0,7.805967878718382e-56,2.8982024032170577e-48,1.8180840737688232e-11,3.2859520523506586e-05,1.0855897285426143e-75,1.4873778541421523e-14,,1.0131024868524808e-33,2.349032114100775e-25,9.144365352133984e-90,6.966988439625498e-39
LUN160,5.962017469818591e-201,0.0,0.0,3.679075643118906e-147,0.0,4.845082934208225e-94,3.1345659072388662e-136,,0.0,0.0,1.352641767028895e-159,0.0013579514386704106,4.1493211944603e-75,8.291030343483167e-55,,3.124299254678928e-144,6.489259660392401e-96,6.181663493768022e-30,0.0,6.917655604989293e-29,0.4460513336650439,0.0,0.34718128060609293,0.002156528239331022,5.2094533008322024e-36,4.8928868970792996e-15,4.787996868436211e-05,0.0,1.8216618934019205e-141,0.6809853770017286,6.545402934704084e-74,1.0876109254161128e-14,2.556911095695389e-07,,1.1714424259863806e-10,1.7044114753759315e-16,,8.516691890899915e-165,0.0,1.0034383154547665e-151,0.0,0.0,0.0,0.0,8.554899013109341e-43,5.068262091698467e-180,0.0,1.9971926136262325e-109,1.139514882394488e-188,0.0,3.949503483847381e-05,0.005193853785975331,5.493760453615596e-20,1.0053978238108621e-15,0.0,4.331589370360081e-52,8.022881581699042e-85,7.403009048343247e-145,0.0,,7.401228917637011e-256,6.42529638972858e-06,1.7250187354186882e-110,1.9705124777897445e-67,4.503740104797766e-53,2.6581762267871703e-44,0.02297057901030574,,1.0468593734188814e-105,7.649125953508421e-73,0.0,0.004431361373540724
LUN161,8.167449642498708e-263,5.231161258350246e-243,,2.0926934930622244e-146,0.0,5.5408124567064564e-133,2.0388923258809198e-163,,0.0,0.0,1.3918281410354253e-163,1.539481207117509e-19,1.938384896167198e-106,3.4628488430848156e-102,,1.739014927739983e-109,3.9616139173194207e-175,1.8618895913472793e-43,0.0,8.187973245586851e-52,5.264344979375525e-10,0.0,1.439752905564922e-14,1.2157566734830938e-13,1.0713165225216874e-39,7.649976766576973e-20,4.23391653756004e-07,0.0,1.2269922964255e-168,6.695544378666272e-12,1.5936022871769706e-108,4.3351275784182004e-24,2.8887739440828006e-05,,1.1669059715085104e-17,2.214260222905125e-27,,6.357696370875025e-175,0.0,8.698085142969214e-178,0.0,0.0,0.0,0.0,1.1225570071647093e-58,0.0,0.0,4.87208883773e-275,9.422038187457507e-177,0.0,2.188769423231957e-16,0.0001093874632203672,3.848692169490669e-22,2.0354490546370978e-36,0.0,3.992525688818369e-157,1.3491881146758334e-96,2.5459687426565794e-144,0.0,,0.0,1.942010562915695e-25,2.0722662451686676e-225,8.824328752972035e-139,5.077075717387886e-76,6.57108808119384e-65,3.8412032486054915e-09,,7.337573330518305e-175,1.7096687984479308e-104,0.0,6.172244974738817e-12
LUN162,5.1492264900236465e-232,6.262022729317818e-283,,6.112306342987257e-137,0.0,7.149911873694253e-105,2.215517841091784e-142,,0.0,0.0,5.042372620781437e-104,1.6548555480305188e-10,1.1032661057534649e-69,3.2930731063049467e-75,,1.492031855836498e-136,5.84738797046448e-149,5.225749071106633e-33,0.0,3.7990643471667013e-36,0.026448868484761644,0.0,1.2500219160453213e-07,2.1288021414592475e-09,2.1026837205908708e-32,4.223880372288134e-11,1.955958220440368e-09,0.0,3.0830893096114617e-130,1.1486724378306162e-05,8.374359638386311e-82,1.173512453514731e-13,0.0005142933849681742,,1.2040257342816324e-16,1.8812633572202878e-24,,1.2418347849036448e-167,0.0,3.3688242007524297e-162,0.0,0.0,0.0,0.0,2.2520454677904724e-47,9.852956271752315e-277,0.0,3.2451578434998945e-161,6.138448124697419e-175,0.0,3.6181254113714036e-12,0.5813641071538714,9.801230128572652e-32,1.72049039520573e-23,0.0,1.0153484755179385e-96,5.310395224948354e-87,1.7179440228021533e-195,0.0,,0.0,8.403993730215739e-18,3.98108173648657e-193,4.9051627631512026e-117,9.17463646323096e-68,1.8438820398815898e-56,0.17009398852632385,,3.0351265953169715e-137,6.5045631044661555e-99,0.0,1.1927599352709253e-07
LUN163,1.2611045331303177e-216,0.0,,4.381032014757664e-153,0.0,3.5095085564742034e-113,6.772741419025318e-139,,0.0,0.0,1.0723950673387939e-161,0.0012640621417219161,2.2337579252502742e-70,3.927880649431233e-65,,3.3520313958942686e-138,8.843910329237729e-104,1.0756881033602455e-30,0.0,4.752909099995241e-35,0.38212233371714005,0.0,0.40217789263634407,0.001193156026268392,1.2235027757947503e-34,9.419230664843047e-17,3.7860491789773096e-05,0.0,3.6984764145874783e-154,0.30461507785930747,5.99502429721208e-82,1.3119168931726345e-19,5.933837242114877e-06,,5.651897619032901e-11,1.149792674289733e-18,,9.623284856539608e-159,0.0,1.7961899676294344e-163,0.0,0.0,0.0,0.0,9.791581366598881e-46,1.0336456654153138e-188,0.0,1.971347390532228e-111,8.364754815938284e-183,0.0,6.388681425398048e-07,0.0070384154464883456,9.846708237701e-20,4.641749602117964e-19,0.0,1.1128470872766211e-61,1.8438816942882816e-90,2.685890705618114e-146,0.0,,4.1974091741849734e-247,1.2115689538479965e-07,1.2164201947324819e-152,8.804665470761748e-90,1.973591937839108e-73,8.672760675514112e-47,0.00638369658037365,,5.458204576953913e-118,2.4882418111817627e-83,0.0,0.001762023580012791
LUN164,5.647704685638242e-260,9.473036753342602e-262,,8.688418786791546e-125,0.0,3.935270261294529e-117,2.009202844085698e-80,,0.0,0.0,6.08428282879182e-98,0.20247199903408497,1.9931086640472507e-120,2.8201479437978493e-41,,3.13230523036905e-175,3.648312241167952e-44,2.2034169814115572e-27,0.0,1.5493043261599093e-17,1.301125104624612e-12,0.0,0.01115455207399362,0.0037179381017463818,4.9439231711706695e-61,1.408101328339851e-42,0.1702675952108617,6.0944581579724495e-288,1.9175860548572814e-133,0.03978822474243864,2.0549992989959762e-52,3.716496517055099e-24,6.800879098678991e-25,,2.1150354649795467e-08,1.832114507375288e-05,,1.1236372941229223e-258,0.0,4.422722780545146e-143,0.0,0.0,0.0,0.0,1.0533964790914326e-39,6.260618480390501e-161,0.0,3.046598198806769e-161,1.400255620116013e-153,0.0,6.9176254835879585e-06,1.3554150878806124e-09,1.0327698656469227e-16,7.587517055760991e-17,0.0,3.83014482436372e-29,2.5123927946623816e-97,0.0,0.0,,2.6183711073799857e-197,7.920805412040624e-11,1.0533990475518557e-103,2.0481015748783172e-162,2.6123068045009607e-22,2.1482682615540974e-15,2.2425713857235946e-16,,4.740946461432154e-105,1.7972238162897887e-53,0.0,0.00533558408846534
LUN166,2.65868107382625e-237,0.0,,7.06942991997548e-148,0.0,1.7781442030718704e-103,1.0851732417877362e-125,,0.0,0.0,8.672634591363129e-126,0.002923899855557357,3.2341203933629593e-93,1.6148792028972836e-63,,8.514197258523047e-148,5.85696215538046e-88,4.034942602429549e-34,0.0,1.9655519511058813e-32,0.49855051002170025,0.0,0.15085981648692276,0.023584649963082925,1.0435985125631001e-38,1.1013332194888331e-16,0.00014029452086116709,2.1652036923687807e-273,9.85246552816986e-141,0.10890880857247148,5.511031823072851e-83,9.126252726224683e-13,0.000632570931704502,,1.6183542912986646e-08,1.753642675942243e-18,,6.242583644549351e-185,0.0,2.648139892033763e-150,0.0,0.0,0.0,0.0,5.242676072173341e-44,6.865211097044207e-250,0.0,7.032483483915851e-163,7.427528694966001e-174,0.0,0.00022336598501885107,0.5494013506677076,1.5624047425518032e-14,1.8932478064105833e-19,0.0,4.6977634512643376e-73,1.2073912215287212e-94,7.561824159015432e-221,0.0,,3.2494211220786365e-284,4.997481851170131e-06,6.989802850237841e-148,8.579746426487235e-93,3.6639866218918144e-63,6.466399940718479e-44,0.04004835846952804,,7.59541261775729e-134,1.8564368948728985e-87,0.0,0.016949768272591034
LUN167,6.155489872211189e-247,0.0,,8.131711239324309e-153,0.0,1.5999203158542379e-109,8.042698362074585e-104,,0.0,,5.933266752197747e-163,0.31309071192539123,5.459024415065496e-121,4.657532727641515e-51,,2.0534557855043385e-164,2.478716934598954e-41,4.956574602695144e-34,0.0,6.115328214808013e-32,8.003232235627187e-07,0.0,0.2406093886140352,0.0135278563692444,1.2442303231486461e-52,1.2556083838735634e-37,0.0012220066867867634,2.4417010959112615e-194,2.246491900772844e-153,0.7405822432298241,4.343490933434671e-78,6.334134948583244e-19,1.733476681230205e-17,,6.787475078565062e-08,1.8478139339571188e-13,,1.5917116505992327e-228,0.0,6.65156373098507e-143,0.0,0.0,0.0,0.0,8.548806779158214e-44,9.028010747405439e-172,0.0,9.693978912129831e-198,3.15251195623326e-167,0.0,0.0001560753943338473,1.5377531465736622e-07,8.222027156189643e-18,1.017054987802028e-18,0.0,2.0252442932449174e-45,1.176779430331468e-106,8.801491270882642e-297,0.0,,1.3332041416663695e-185,0.001116083199733635,1.901062794102887e-115,2.5250632205984443e-94,3.8465598029204135e-55,1.1032788718483233e-29,1.7819026271287443e-11,,6.131297313477105e-121,2.0752127906174967e-72,0.0,0.0018257624596391944
LUN168,1.5344691538925791e-266,1.82174520691032e-182,,1.8463303182473167e-95,0.0,4.833312328516355e-189,2.315087049329256e-60,,0.0,0.0,1.0779201825658704e-77,6.295090214960015e-06,1.6189028311133356e-118,5.397018196151087e-33,,4.614999709679103e-168,1.8466212243546326e-29,3.0375473850650722e-19,0.0,6.753714521762404e-16,6.672503709552269e-36,0.0,7.029186003620274e-07,1.9149766805664745e-16,3.0410040952273364e-84,2.3120185478195494e-82,0.7934680579573412,6.8571754782659445e-301,3.104197959841717e-127,0.00013261082122573655,4.663680340102892e-34,1.0736893815801772e-46,2.015192899889079e-62,,5.79817981931273e-23,0.10179194367552305,,1.039489484157555e-309,0.0,1.8995094741348728e-135,0.0,0.0,1.864950578759617e-282,0.0,9.240979047618547e-45,9.764755235644264e-82,0.0,1.3187664929848571e-226,3.798275363994679e-147,0.0,1.9901778444711713e-24,1.9139393752635693e-27,1.29185811447658e-47,1.2758014097258074e-25,8.976347931602292e-139,9.171450801895434e-14,2.7869434514660505e-97,0.0,0.0,,2.0742405483165157e-142,2.0776627421860955e-46,6.487139181813789e-94,6.2822698546203285e-233,8.533795298437114e-20,0.0006207130026694637,6.11852042412649e-44,,4.4078179227761426e-75,3.2795601127823666e-34,0.0,1.5171450895838292e-12
LUN169,9.610176654485334e-306,6.546064205924115e-263,,8.711563058822217e-129,0.0,2.2104995410957095e-160,9.632795304196695e-56,,0.0,,1.4097813080780728e-114,0.0010264013299979009,3.439590660222211e-120,9.504130743975794e-46,,1.5572016539769706e-145,5.344145317363595e-33,1.2893566680358989e-23,0.0,1.2768906469782417e-20,1.469760265747677e-23,0.0,6.127403670978522e-05,8.915282681550351e-07,1.2569025815292059e-72,6.225395672132791e-66,0.2874961304026357,0.0,2.8591204875450896e-153,3.613466437529533e-05,1.2404701093836164e-63,2.921968961679396e-65,2.005226085811778e-36,,9.141162448160865e-14,4.032200055146265e-05,,4.628553781785382e-305,0.0,3.991974021772971e-149,0.0,0.0,0.0,0.0,3.2497074831444912e-46,9.974169185526833e-114,0.0,0.0,2.4158854552316137e-153,0.0,7.152160830148641e-12,1.2363340028970232e-16,1.3034436428353165e-29,3.1320750031403273e-27,3.399703973816848e-238,5.631160157212317e-25,1.1768805696258698e-107,0.0,0.0,,3.549883990341569e-154,4.6822838864075345e-19,5.449413114123664e-163,1.5306394948116272e-218,2.497682798958223e-14,8.840135476270694e-10,3.552661197431717e-30,,1.8590745557397774e-98,1.0043437107516587e-59,0.0,1.557502843336806e-05
LUN170,5.197170520264886e-217,0.0,,1.3217307218501016e-157,0.0,5.306801360994851e-117,1.419329192766439e-154,,0.0,0.0,2.734100921412899e-151,1.2913564560200821e-06,2.8429424614411255e-78,4.853208991373758e-73,,3.775706806326745e-134,6.175376868200439e-116,1.348245815536236e-33,0.0,3.7796644306009885e-40,0.8333138435909602,0.0,0.029191562891414006,2.739987890777655e-06,7.568609476003828e-31,1.0573707566670967e-11,5.707105512101031e-07,0.0,4.208066078650953e-149,0.09800349816121115,1.6794255063242325e-93,3.1955702906894745e-20,0.00032652953570794593,,3.43219493015857e-14,2.8933072181667036e-23,,2.467233146200974e-158,0.0,6.7555363499866954e-158,0.0,0.0,0.0,0.0,8.616028447001031e-50,3.322590927933595e-235,0.0,4.337338733795456e-128,4.202207004038244e-201,0.0,6.968950041464807e-10,0.10681254373801825,1.4713814731671003e-21,8.259964152922158e-23,0.0,4.2521079393038935e-79,8.273307328606781e-92,2.5280201640297006e-123,0.0,,3.365867548991454e-297,2.1696362117346966e-12,9.489229990368124e-173,5.336335669059327e-75,3.3908065413151915e-77,6.84086973486828e-58,0.23069669516252894,,6.58123977066769e-129,3.060828653182981e-99,0.0,2.01234314341606e-05
LUN171,0.0,1.0643347101764123e-271,,7.681440695786336e-154,0.0,4.368649154804429e-126,1.1551185541172707e-89,,0.0,,3.184544693786706e-153,1.4099383783453647e-06,1.9053256874230467e-133,9.204176497390973e-66,,1.1143190077436905e-153,2.2365679996497407e-67,4.313308455680014e-41,0.0,1.7244128310734967e-27,5.195696228437934e-13,0.0,1.2099090997733177e-06,0.29266813094580363,1.748085700170701e-65,1.2949279253643946e-38,0.11447035003365573,0.0,2.1834704039480802e-183,1.9509370906034712e-07,9.014040129471201e-82,2.731668257882034e-41,2.0158112206878529e-13,,0.0026122637798694907,3.2288205309644596e-09,,1.0057507179757529e-267,0.0,1.9389629919462525e-162,0.0,0.0,0.0,0.0,6.305321854173504e-52,2.9948687995247285e-276,0.0,3.73037564131469e-247,8.410629409141759e-171,0.0,0.18796491654140177,9.122662710236037e-05,0.0014767807107421557,1.808320765942024e-27,0.0,8.620758988954101e-60,8.775285952037863e-112,3.5401867878406984e-278,0.0,,9.583108379879484e-308,0.1207669734249465,3.0719289481360897e-155,4.322611867765895e-230,2.8095698014391744e-39,1.2578028760367005e-23,1.9996269735672644e-15,,5.774851138191434e-148,2.9188131632623596e-74,0.0,0.1442293110975286
LUN172,2.559888953455238e-246,0.0,,1.2930220951845952e-157,0.0,1.0219245146251273e-108,2.1292403744430952e-110,,0.0,0.0,5.278686155083165e-148,0.17249000614842133,4.331222315811231e-98,1.7258353632058755e-57,,1.228774553455113e-148,1.5919057473751216e-68,7.21362640785086e-31,0.0,4.390887988459213e-31,0.03978365725288222,0.0,0.7704864011297534,0.36700584688353677,9.575758155380234e-43,9.762549434586455e-24,0.0011967238387876953,2.453305318539286e-302,9.138903783416793e-154,0.4604583835856403,1.2553584967583785e-83,2.074192630224034e-23,1.6792874355700772e-07,,3.918597525387677e-07,2.161321165280024e-14,,2.2711622106503945e-209,0.0,7.234870961262712e-153,0.0,0.0,0.0,0.0,2.1728297420430646e-45,8.318134441875022e-193,0.0,1.561092320198715e-156,3.0198323647578847e-187,0.0,0.002423423206543541,0.004208607718399122,1.1172945878226976e-11,1.3231074227482126e-19,0.0,1.4567657013387074e-51,1.824686648975417e-100,7.192312366348675e-192,0.0,,3.3128371763974625e-225,0.02047798042123796,7.834743744252905e-153,6.725638636972431e-104,6.155646832766177e-44,7.017393010405304e-36,5.1789869384563934e-05,,5.309793877515349e-122,6.146487998468895e-85,0.0,0.19865436089625463
LUN173,1.2189389119476414e-206,0.0,0.0,1.1563532969124414e-155,0.0,2.796736886508346e-108,1.9852052423142483e-167,,0.0,0.0,1.8967164834314665e-140,1.8326377616631322e-09,9.547834642083151e-88,5.3673833086107025e-71,,1.3598850707207404e-169,1.0009314591403065e-122,1.8905807784885763e-42,0.0,2.6848461354142833e-39,0.3696005884504772,0.0,0.0006095059081049594,1.0560326509643918e-08,4.4005987980111615e-36,1.823538201349833e-08,2.4435775858519405e-09,3.033790223114936e-261,8.035290069415303e-134,0.006211599066451732,5.0046156499667977e-85,1.8819507085044622e-13,1.2767317735765562e-06,,2.4427339277780555e-18,1.6986468929843034e-28,,2.857245091021378e-154,0.0,2.2126586378617882e-153,0.0,0.0,0.0,0.0,6.955523123509262e-50,9.672198476242942e-266,0.0,3.2344765205214774e-116,1.3507180215849172e-209,0.0,4.145876789447015e-12,0.15854993008127485,1.664130425709012e-37,7.178374477836298e-21,0.0,8.462216730324705e-82,1.0029671532008234e-88,5.642574226385475e-171,0.0,,0.0,6.908756928265161e-17,8.941409255191717e-122,1.0084657150881789e-53,4.022916197375097e-101,1.2210645614806779e-64,0.8231227788323845,,2.2894534146690234e-129,1.3197789381633083e-92,0.0,2.1626151444115754e-07
LUN174,9.295492639575682e-288,0.0,,8.529345789288167e-191,0.0,1.364267077190971e-140,5.219933510465308e-139,,0.0,,4.6177227669048487e-231,4.083697839450646e-05,4.9816868277224376e-136,1.15884490777498e-85,,6.082348515132727e-155,1.8177180644700872e-75,1.3820580851064806e-48,0.0,1.314745482189454e-50,0.0013848831449817431,0.0,0.05517770695100461,0.000759865714986079,1.064079787752976e-48,4.2800806984729755e-26,8.114492836309015e-06,0.0,4.1177619448253936e-199,0.02764106149592301,1.2974984506331122e-115,1.554018930075867e-25,8.730593365986578e-05,,4.374609229148196e-09,3.3422395738358635e-22,,1.9205517007977338e-209,0.0,3.019609977985167e-172,0.0,0.0,0.0,0.0,4.748389608879819e-59,0.0,0.0,1.745689434294528e-250,2.7199937654594448e-202,0.0,1.81857563289648e-07,0.0028679946180434767,2.8364736513402936e-10,6.347987282827275e-28,0.0,1.021056791231317e-99,2.388668783318927e-120,4.63656891839364e-202,0.0,,1.8455350898476412e-287,3.194089940328989e-10,4.596863129195234e-168,8.856354883408472e-111,1.5744517367538434e-88,3.036907010015319e-49,3.4115963350768602e-06,,4.008041126040749e-176,9.325242098434771e-105,0.0,0.000393398415688015
LUN175,5.328678482376909e-249,0.0,,1.8452823296688112e-201,0.0,9.572822902230056e-186,1.8024974860811133e-220,,0.0,0.0,8.335668088490548e-166,2.4024859908631007e-21,1.377739421920917e-106,2.272946707160797e-118,,2.67007428490785e-184,1.5494757853962442e-179,7.273184409687572e-58,0.0,5.4907498333603305e-74,4.100550534849109e-05,0.0,6.935354692227966e-11,1.8101628480594646e-23,1.645319256141975e-37,3.430925811154061e-11,3.0804470192223385e-18,0.0,9.811090259707946e-175,7.271459210061671e-09,1.2126101554138033e-127,6.355645337911757e-30,8.166104209739858e-15,,5.3803839073723785e-36,4.689086080219832e-49,,9.14583551693784e-168,0.0,6.882024220585417e-187,0.0,0.0,0.0,0.0,3.3898393043395575e-80,0.0,0.0,4.54475808696053e-163,4.74030108627998e-286,0.0,8.589111970351976e-30,0.008141501449427272,4.1505781430148256e-69,2.774666626042846e-41,0.0,3.732390850275752e-145,1.06645530520237e-113,2.241855740181669e-132,0.0,,0.0,6.511036396137607e-49,4.956067405715188e-248,1.76520155182789e-97,2.4679909666762136e-186,5.486856344792621e-99,0.01093770147201354,,1.0975541130662031e-183,4.7238767621744933e-154,0.0,2.1850164056384194e-17
LUN176,2.054241857125145e-55,1.9884179906256425e-62,,1.5715792874014868e-16,0.0,5.731854490033994e-25,0.0,,0.0,,6.338907426551189e-14,6.674204945013479e-113,1.4161354496998661e-62,5.952096052541802e-52,,2.0746092993640252e-66,0.0,1.0992501695618284e-13,0.0,1.7421283707084302e-10,1.652697078634735e-64,0.0,1.9394134389679442e-110,3.107329754733281e-145,0.0029965918679503703,7.955588881363945e-47,2.624653009211394e-103,0.0,4.862868595859818e-35,0.010828646143456556,9.832382833623325e-34,3.2762275968187314e-24,1.359225567331832e-96,,2.986131392833958e-143,1.108471122733416e-84,,2.2908515667428772e-32,0.0,2.138369072655913e-264,0.0,0.0,0.0,0.0,0.022080341483150075,1.3514166986643335e-26,0.0,0.0,1.731147854132984e-54,0.0,1.0869567691861246e-128,2.0654125762097933e-90,3.4959215956033063e-180,0.03423577654795686,0.0,2.494816692903764e-39,0.00037790581452161925,1.558540899971346e-104,0.0,,0.0,1.4410966294970125e-176,1.246318180432357e-18,1.331593305844333e-22,9.797183767776226e-10,2.937213142305499e-175,2.001048348543039e-51,,1.419994276697555e-37,2.1860344816055247e-05,4.732964221785787e-28,6.531406232356978e-128
