,Abkhazian,Adyghe,Albanian,Armenian,Azeri,Balkar,Basque_France,Basque_France_inferred,Basque_Spain,Basque_Spain_inferred,Belarusian,Belgian,Bosniak,Bulgarian,Canary_Islander,Chechen,Corsican,Croatian,Cypriot,Czech,Danish,Druze,Dutch,English,Estonian,Finnish,French,Gagauz,Georgian,German,Greek,Hungarian,Icelandic,Ingrian,Irish,Italian,Kabardian,Karelian,Kosovan,Kumyk,Lak_Dagestan,Latvian,Lebanese_Christian,Lezgin,Lithuanian,Macedonian,Moldovan,Montenegrin,Mordvin,North_Ossetian,Northern_Irish,Norwegian,Orcadian,Polish,Portuguese,Romanian,Russian,Saami_Finland_inferred,Saami_Norway_inferred,Saami_Sweden_inferred,Sardinian,Scottish,Serbian,Slovakian,Slovenian,Spanish,Swedish,Tabasaran,Turkish,Ukrainian,Veps,Welsh
LUN255,8.991859139767929e-69,5.578449264876975e-119,0.0,2.11104522174608e-41,0.0,3.331583216150972e-28,1.8813542346513964e-236,,0.0,,6.255456033834844e-23,2.6861681262781854e-42,8.012757613365256e-20,1.6285579890340573e-38,,6.638981884112765e-75,2.2631411269007096e-297,2.7317528167526733e-10,0.0,2.293503210495175e-06,3.7238772793624566e-18,0.0,2.3247555791615358e-39,2.9544873154721663e-52,7.2450057533726055e-09,1.3515027451950335e-11,1.9017975431344607e-36,0.0,2.793877372365962e-40,0.02853921957398353,2.780223052351687e-32,2.3804877799969968e-08,5.676274679376893e-33,,1.9374196309387956e-56,4.83284599293721e-38,,1.0857604077974367e-48,0.0,8.680952384874673e-148,0.0,0.0,0.0,0.0,3.548239788510197e-12,4.1303278740641954e-94,0.0,1.7692444766437492e-124,1.6958164995909484e-77,0.0,3.617101276559795e-53,2.8880662199761117e-27,3.518996923747355e-86,7.641680926854089e-05,0.0,8.70904036034704e-43,2.3706402594911036e-18,6.9249733256787e-80,0.0,,0.0,7.335502152050559e-68,1.1640590349595324e-42,2.3898731535151167e-09,3.1723453803532483e-18,2.073968145588594e-96,2.3604624918570616e-13,,7.344106151944535e-38,2.834727853072577e-26,9.331525851525391e-139,7.018969809048799e-42
LUN256,9.481350993651886e-193,1.1730227058518021e-281,,1.5730654894494299e-134,0.0,6.055395150565126e-92,4.237589036568169e-147,,0.0,0.0,3.2381649235174153e-142,2.063652582496978e-06,7.928542574119866e-92,2.270975634280343e-62,,3.495477892668522e-131,3.362322757151055e-96,4.0492082896936314e-36,0.0,2.9648593589874225e-31,0.2161674971811906,0.0,0.006561702063815369,7.216323755244011e-05,2.835555131805531e-35,4.937001948407765e-13,3.882623066862409e-05,1.5205895671810515e-255,1.3852006809368487e-128,0.020184107502199317,5.8291010250065195e-80,4.92929339212318e-13,0.00046139385114474436,,1.6582312062315134e-11,2.6342395403757845e-21,,5.706291538087161e-146,0.0,1.884417800103225e-135,0.0,0.0,0.0,0.0,4.723743678740107e-41,9.523006906240979e-261,0.0,2.9040936166361213e-117,1.1703347892187614e-154,0.0,2.3349696560951964e-07,0.16396400104093692,1.1841254706089983e-19,6.338990585337343e-18,0.0,1.9760617883076993e-82,5.420739871480558e-81,9.966146841239803e-187,0.0,,0.0,4.823807655948333e-10,1.0560601498493839e-101,5.922871662910809e-44,8.538961406052328e-78,1.4414520558742623e-52,0.022135532477006007,,3.743307860239959e-122,6.527854954876306e-75,0.0,5.330130509489849e-05
LUN257,4.8142930325364215e-181,0.0,0.0,1.7176319794003393e-126,0.0,1.7829310989202953e-87,6.720674903193226e-149,,0.0,0.0,1.064515009906001e-104,3.3979132352428966e-07,1.3894430414378468e-52,1.9371992803841936e-56,,3.7246080978602906e-141,5.134876439039787e-143,4.718309915406079e-26,0.0,1.2105023455329077e-26,0.2148898462811792,0.0,0.0005884605811981136,1.0036090085219257e-07,3.5902709765803145e-29,1.013871981653381e-10,1.3799580632325893e-07,2.36587093836436e-273,2.4936473914814043e-117,0.08844374200022236,1.4218315606879786e-62,6.610754486875068e-14,2.445143694196373e-10,,3.9676998261393966e-16,1.512553491974861e-20,,2.7187757361969018e-135,0.0,3.9165402941725436e-156,0.0,0.0,0.0,0.0,4.704452599769371e-39,5.249050544811553e-159,0.0,7.117716778646413e-97,1.023295661037291e-173,0.0,4.70699608162552e-10,0.002774489508002899,5.629699285264779e-37,6.812488606838912e-15,0.0,1.7367266884917944e-53,1.1185720783250801e-72,3.191916179399735e-150,0.0,,1.7413446164862276e-282,6.060551621884127e-13,2.584558216772248e-125,6.065263007399728e-69,8.039926706120437e-68,1.3014879564894422e-52,0.10212230721059674,,6.004229789937991e-95,8.955497654482877e-70,0.0,1.6432115095669839e-06
LUN258,9.014113298231585e-223,0.0,,1.7588500451605005e-167,0.0,8.67067087874374e-127,7.362090722528202e-172,,0.0,0.0,3.277168303377572e-119,5.699855296972931e-13,1.1033432369199031e-96,5.139208136864773e-83,,4.5294684888446347e-182,1.03701025436131e-125,1.4536563947624981e-46,0.0,4.847218343353679e-49,0.05909008018693153,0.0,4.839551676323137e-07,6.909890389721598e-12,1.0083047760695225e-36,2.4116160693702724e-09,4.900032620499257e-14,3.178371794323594e-225,6.03727401621297e-135,1.742221793377104e-06,1.1558946598328102e-101,1.1183061240568302e-16,8.763014100450645e-08,,5.817809021908416e-22,4.1133406274362055e-38,,1.0874307306767953e-168,0.0,3.821036090950713e-153,0.0,0.0,0.0,0.0,1.2328003184210984e-57,1.7425878563432738e-283,0.0,8.919706740850869e-139,1.983954586682447e-236,0.0,5.418588011631688e-15,0.6823707306563517,4.4021670509500126e-45,2.6161883724822693e-29,0.0,6.975880628873396e-97,4.424620653945541e-99,4.1383031054203245e-176,0.0,,0.0,1.0402072330916869e-24,1.1132075214279168e-193,7.862393483170625e-81,6.169244675710451e-122,3.8908524809415554e-76,0.7922192558890633,,1.208525891235537e-142,3.0011045957901723e-124,0.0,1.137990338924116e-10
LUN259,1.2308547944403469e-194,2.5444412755693513e-281,,5.214890806449075e-133,0.0,1.7112303994151763e-110,5.813315871824724e-158,,0.0,0.0,2.0792639269105692e-150,1.209225792215535e-07,3.3076850597776498e-77,1.0021306781708524e-73,,6.324363077651659e-113,1.0864153437440747e-125,3.110514350532393e-31,0.0,5.138907787551348e-37,0.1188430052362016,0.0,0.0010401000838710156,1.7087088288216466e-07,1.9965639880270012e-29,2.0394333969168967e-13,5.387224396972122e-05,8.233499872054464e-297,2.7274207071064382e-142,0.004917285610044829,7.179422809058736e-85,1.7140274703691786e-17,0.00021090717094544408,,5.263067889896931e-14,1.9425180473594688e-22,,1.5308055619166501e-120,0.0,1.1654763348695988e-154,0.0,0.0,0.0,0.0,7.752086556796971e-44,4.158939160084709e-242,0.0,2.213219762758422e-123,6.098783312917776e-148,0.0,1.0712558982813125e-10,0.0373041192149254,5.20412842379088e-24,9.387012122175114e-21,0.0,1.2691730423738445e-94,2.3945715549547453e-79,4.923879675025893e-149,0.0,,0.0,1.0560127256052719e-14,1.734386575125857e-141,1.2433914641621016e-64,1.547528813791622e-95,2.3163489241598934e-56,0.006110354435708814,,8.812809235080124e-127,2.207952712466357e-79,0.0,3.207801488870402e-06
LUN260,8.22070804165872e-242,0.0,,3.6645134438585716e-175,0.0,4.3978705961176065e-132,5.748884105253247e-178,,0.0,0.0,6.863613479168407e-121,1.440223264896432e-18,4.045764064420618e-86,1.962429151893383e-93,,3.020175098979514e-176,1.7676206822810037e-169,2.6648545120827823e-45,0.0,4.79353436384498e-53,0.0007943138200524023,0.0,1.2869388085311121e-11,5.226235430556931e-18,2.1159249017900982e-33,6.457713952511201e-10,3.0785369688031093e-17,0.0,1.040652093575426e-143,1.4791571915977449e-08,8.361825340886962e-105,5.6249547844395986e-30,1.636106795733003e-11,,5.748791052090879e-29,1.2316135846069616e-36,,1.6443854360320541e-192,0.0,2.713541147783516e-174,0.0,0.0,0.0,0.0,3.3454025020496523e-65,8.039819964394145e-298,0.0,8.202129209146729e-154,9.106329250014576e-280,0.0,1.0182423615612143e-21,0.02308401800512105,6.253812441796951e-49,2.011140472167643e-34,0.0,2.6081744215636883e-102,5.691540049980952e-104,4.277280189335964e-130,0.0,,0.0,5.362454645631189e-33,2.0350897894866397e-250,2.2029717517424525e-116,1.549206266413805e-91,5.2526720027858565e-80,0.0639031058458761,,1.0890130654104134e-148,4.0281611122595944e-143,0.0,2.0799973068066015e-15
LUN261,2.2042280704264037e-147,2.956943278572305e-260,0.0,2.277121081232986e-105,0.0,1.1831366202695521e-80,1.1064775798619763e-181,,0.0,0.0,4.337166565501442e-83,5.046062526003433e-16,6.639560324086957e-42,2.59101415117243e-63,,9.003345702116967e-109,1.6026768729982006e-191,2.75139741991898e-23,0.0,2.769416545853464e-26,0.008818579190591315,0.0,5.8004216438201544e-11,6.986008940072436e-18,2.666866582070531e-19,4.0527559903534554e-05,3.355704265576746e-13,2.6260611689096728e-297,3.5940945274764023e-97,0.005253342136144861,1.363744310785048e-64,7.53812776728664e-14,1.9061287747246874e-10,,1.3156233343224297e-25,3.2461712752473685e-27,,7.966571658572377e-101,0.0,7.807027362755019e-147,0.0,0.0,0.0,0.0,4.4818473016765134e-36,3.512022489943991e-181,0.0,7.812948369672747e-85,6.969253983191384e-152,0.0,2.255933395334308e-20,0.001028345884929551,6.2120521582270495e-49,2.6254257715632974e-16,0.0,5.0681088199873244e-73,8.938663331993892e-58,1.7094588085226266e-103,0.0,,0.0,5.0915321778204156e-26,3.3061369483627326e-134,4.57302039135435e-46,1.6422461769710396e-66,4.521343463129309e-71,0.43144542626332216,,9.848344787600238e-90,7.97665529886357e-72,0.0,1.7743193286138885e-14
LUN262,4.0498287752495056e-274,1.140188054095e-311,,2.6478700411489675e-155,0.0,5.088132718749596e-115,3.2548386173898933e-131,,0.0,0.0,5.781335096595177e-122,4.542922836906859e-10,4.380960792280786e-107,1.1082564546668734e-78,,7.413432101948378e-137,1.0291486872921766e-110,8.537134181206345e-40,0.0,1.7083563698807351e-41,0.0008731019306256223,0.0,2.0543170694616246e-07,3.535689782423304e-07,3.7262769228490565e-38,2.3595534089945303e-17,6.4678044618195764e-09,0.0,1.2463778418498451e-144,9.06221656911023e-07,2.2572202937710004e-103,3.3060476825074776e-24,0.04680267330968437,,2.2264752296929368e-13,1.949517624828037e-25,,2.7566605527484296e-209,0.0,5.487249324719102e-159,0.0,0.0,0.0,0.0,7.35939430756749e-52,0.0,0.0,0.0,5.852130921289451e-187,0.0,1.6872101328095403e-08,0.72569015350022,3.7546051494597047e-16,1.1437066080852451e-29,0.0,3.5350215895679497e-110,1.7539831865927247e-103,3.0077264576701696e-206,0.0,,0.0,1.180705060725735e-16,1.4548006077087356e-223,5.6706717658649355e-130,9.00415263549667e-65,2.4330902837531226e-54,0.008831632706285219,,8.618055581329844e-159,1.8553205273863846e-119,0.0,6.764571604237576e-07
LUN263,6.411020462468878e-211,0.0,,2.1415528284188183e-157,0.0,7.557825780368444e-123,3.0004339177869085e-172,,0.0,0.0,2.2931940304912843e-132,1.998966748956988e-11,1.5296435824611298e-92,1.0310359374605072e-80,,8.571580691219062e-142,5.625157142884567e-127,2.714122095427511e-40,0.0,1.3085225436394242e-45,0.2269106507696286,0.0,2.033024899840039e-05,4.961475575666603e-11,4.66943276779943e-31,5.941289427479959e-09,1.7431139926874786e-10,1.8938759133097364e-277,3.1032690143405813e-137,0.0003846603525727085,1.0202404937947856e-101,8.058522656775163e-17,0.00012237248782231527,,1.228717388379258e-19,9.722510955182564e-32,,1.7072084886134597e-155,0.0,2.286934211013844e-149,0.0,0.0,0.0,0.0,3.1557747814089107e-53,1.0833211014070867e-293,0.0,6.9514538064577255e-146,2.992576857392156e-206,0.0,2.343037015656811e-14,0.6333644309976156,1.0022946563265327e-32,4.7262264922770635e-27,0.0,2.4377377546146857e-104,3.511442152871363e-92,1.3624286879225298e-137,0.0,,0.0,1.6532613616186574e-22,2.6248472499347802e-179,2.630969634878515e-63,1.2093256303098682e-102,8.278349434008251e-72,0.7621333579754556,,1.078211971241084e-140,4.895377500127058e-114,0.0,1.217230797993439e-09
LUN264,1.406147268880258e-211,0.0,0.0,2.6814741668466655e-177,0.0,1.396947106232971e-138,2.1438173765240913e-195,,0.0,0.0,1.7153058443115868e-188,1.4980124578985271e-12,2.5543873239219403e-88,1.118206846723183e-84,,1.6668052333338658e-170,3.913881387566919e-145,7.954565798138499e-47,0.0,2.894763775872067e-51,0.04077572045171344,0.0,0.000919045540123751,7.140330191317644e-13,9.63314626813526e-35,9.491641073105014e-09,8.734050190257964e-11,2.1375244791584e-311,2.1784173002760595e-157,0.00881934999217089,5.0822136890956234e-98,2.486291483529749e-23,1.8905968290284843e-10,,3.3272140796588526e-24,3.37264577799583e-33,,1.162442500742515e-147,0.0,7.943712715827775e-173,0.0,0.0,0.0,0.0,7.86329659421818e-61,2.759164213559053e-262,0.0,1.889945135908749e-167,3.803043121334884e-256,0.0,3.1680956476023956e-17,0.0008312199343342119,7.778737398223578e-47,1.0045754099774251e-25,0.0,2.6167401767724095e-91,4.651020540317864e-96,2.718059012291968e-119,0.0,,0.0,8.463250738672501e-24,1.568817984005099e-138,4.646923911348533e-59,1.2375951933386373e-130,1.0181223289581217e-75,0.2075495210879384,,4.608586912882628e-137,1.9654007261698076e-104,0.0,1.0084405723816992e-09
LUN266,6.05369535314932e-181,3.715054624324245e-262,,1.1805522903270137e-108,0.0,4.906897218550982e-75,5.253080543546379e-139,,0.0,0.0,9.862819043671406e-89,1.6804524318959184e-12,1.2249549401991347e-56,2.9753395354837783e-54,,3.6945450938355966e-97,6.557473048883581e-133,4.632866482254513e-21,0.0,1.472034838567705e-23,0.00024826284350064353,0.0,7.197930032271471e-10,1.2922925016673127e-11,3.091622187109722e-24,4.290786493000379e-12,2.693791365781934e-10,0.0,1.2970217410942735e-100,0.000171452710760674,4.7742998684598004e-73,3.06075497962246e-29,6.350979378584146e-08,,1.665877465230995e-17,5.109303624957178e-21,,1.6323709308095064e-146,0.0,2.16704873841357e-131,0.0,0.0,0.0,0.0,5.743047293520664e-35,5.806862081462463e-179,0.0,2.7805828410318602e-123,4.0189941332565573e-153,0.0,1.5644569590818234e-14,0.004227161810475265,1.5658263060492575e-20,1.3878960705617996e-19,0.0,9.117404592591944e-61,3.290222796383815e-67,2.8066811754454445e-107,0.0,,0.0,7.974811164528901e-19,7.583959693888439e-173,1.1249888671159302e-71,1.49231542248602e-26,1.065501113612736e-53,0.0030467897567194886,,9.670238990598732e-89,9.942568238449629e-82,0.0,1.6277861485953705e-11
LUN267,7.487773954522201e-220,0.0,,1.611405696701497e-148,0.0,1.7480166266224455e-107,3.5200068819545625e-114,,0.0,,2.3911318230319273e-181,0.11760676495129739,1.0948938775326193e-81,1.556841025062342e-54,,8.318717281187643e-131,3.4111917197901636e-61,2.6859701995496856e-28,0.0,6.182684558064349e-31,0.00047463880641644734,0.0,0.5521606198923839,0.04603840031030733,5.204128283020568e-43,1.6743031844801814e-29,0.0007460552608258861,3.790484015048663e-288,3.515855347709064e-157,0.27371879858975534,2.7208229281897492e-80,1.5101940693579076e-23,1.1837888076961154e-09,,1.058098452751088e-07,2.8525530587756907e-14,,3.9569945853333847e-182,0.0,9.533390784308717e-148,0.0,0.0,0.0,0.0,4.116660944253582e-43,4.248431074415517e-157,0.0,9.553043755937676e-143,7.583576961590305e-158,0.0,8.87099693692821e-05,1.4966490339043888e-05,1.8700266995093428e-14,1.3566449542498059e-18,0.0,2.3863885146166416e-47,2.9320902972223367e-93,3.1154024685274603e-173,0.0,,1.6776370135606677e-202,0.000693418971132551,8.803906856102658e-127,8.405954618071478e-86,3.4231540261821746e-53,2.2706141694934916e-35,1.087143324601912e-08,,8.000783679683495e-108,1.6800164409456758e-73,0.0,0.029783612842580125
LUN268,2.45912255212057e-220,1.5238862395562897e-254,,5.056039082058879e-119,0.0,2.737760463694823e-92,5.04081708149593e-94,,0.0,0.0,1.86782769837949e-112,0.7279419610648812,6.474879069589824e-78,3.1699850257183336e-42,,6.742007237344075e-131,9.66983491670005e-65,3.189185066439761e-22,0.0,2.724763227173803e-17,6.27197731349613e-05,0.0,0.5040657905390511,0.5607321954129054,9.332160842577015e-45,4.8862463995087673e-29,0.2904689104913379,1.7537876758187e-311,3.2560130044113763e-130,0.5810364133674573,1.4904774497091027e-58,2.0227168513336364e-15,1.235771680007149e-12,,4.558848225443306e-05,1.5438262225291845e-07,,1.2374415379061727e-191,0.0,5.041248803373247e-137,0.0,0.0,0.0,0.0,2.351075484021688e-34,2.1153307682896815e-160,0.0,7.219165590968173e-134,3.2462274961221425e-134,0.0,0.03273336962653107,0.0003811231859947335,9.094127488038992e-10,3.356740001671273e-14,0.0,7.750932415601593e-38,3.147680609018512e-82,5.1455313156744385e-242,0.0,,6.294773928086761e-228,0.0023615082392717743,5.274914159051404e-106,2.5594366708631994e-109,6.434630944967881e-22,7.365404877278066e-24,5.426462359047116e-09,,2.8544076071434228e-98,5.176181118911242e-54,0.0,0.47208861360144205
LUN269,2.4275996444651174e-239,0.0,,5.468611088369506e-184,0.0,4.440932597587042e-157,1.3081929775944116e-203,,0.0,0.0,1.9916515484973964e-145,3.965820825459921e-19,6.174010656599148e-105,2.720387784705159e-102,,2.187558384715165e-213,4.208848216356946e-154,6.714403326730828e-58,0.0,1.6303117758099733e-64,4.4208867992163e-05,0.0,3.432498206718853e-11,2.414226136210917e-18,2.271475646610862e-44,1.3233576436378834e-11,4.20661247760028e-17,6.588310826102301e-196,5.8374962888193334e-154,1.7846713815238721e-10,2.5560187309351343e-108,6.042270408149599e-28,2.361063619449101e-14,,1.7620183664643808e-30,8.67255611531955e-50,,1.5347089408034344e-149,0.0,2.10163466740092e-172,0.0,0.0,0.0,0.0,9.889558169046913e-71,0.0,0.0,7.124861483923027e-136,2.1916692063860493e-249,0.0,2.456725726034694e-23,0.04480751575436468,4.843124159096861e-77,1.0764213708248993e-34,0.0,3.8313538878094586e-118,7.607674535570594e-105,4.970611719062217e-213,0.0,,0.0,6.505202959663765e-37,1.0964518375372773e-188,4.962378020793763e-91,2.1094531144234865e-209,3.1762274790437965e-91,0.012733390266118347,,1.8867242974026964e-162,5.194999198589157e-126,0.0,5.33079229809899e-13
LUN270,5.124515309344188e-215,0.0,,4.962949944963127e-143,0.0,1.370017414710614e-127,2.7732011765432854e-167,,0.0,0.0,8.253379651873018e-131,3.168456803489332e-12,6.185824442035094e-64,3.157015005641322e-87,,1.0745042553950297e-130,2.6999881654625665e-172,4.3059603086580795e-35,0.0,7.807855652490176e-45,0.0034472685883605685,0.0,7.033107395161443e-08,4.083334774093805e-13,1.1036214798483789e-26,1.0233175878454959e-10,4.589436770077762e-11,0.0,2.834298515610643e-148,2.3290645537287587e-06,3.497219220625708e-88,6.583562380352365e-23,1.0237466080155986e-08,,2.1259428415422666e-21,1.2387501797132832e-29,,1.6384228636209594e-126,0.0,3.063149664043979e-178,0.0,0.0,0.0,0.0,3.574319417958062e-52,5.189730188335013e-232,0.0,3.8799146911344537e-125,1.0034603313270117e-176,0.0,2.6238441236163176e-18,0.0366756756186643,4.2688629621909014e-45,5.061587185710221e-26,0.0,2.455039817742376e-100,5.340253421381911e-85,4.6994619510499264e-147,0.0,,3.40120900379643e-309,1.2591729268288555e-23,4.790462230016577e-221,8.830093927628747e-109,4.537265553961538e-115,9.150656852558069e-65,0.072404993687036,,1.7632462683945748e-135,2.2494095161064627e-98,0.0,3.766924268526001e-12
LUN272,2.951222279897619e-36,4.2018662549522335e-55,0.0,1.371196927415397e-17,0.0,1.2966825671688159e-22,0.0,,0.0,,3.142739988667691e-10,1.2503234974298327e-82,1.2558641604576075e-51,2.9508962495215822e-36,,2.474623594408511e-53,0.0,8.548076065323801e-13,0.0,7.053370200424266e-09,2.4292971801678333e-45,0.0,1.4551912866553643e-81,1.8615803180072247e-99,6.939132995827034e-05,8.002538587738744e-33,1.9063524214563306e-69,0.0,1.2033049429303247e-35,0.001012196443872205,6.653749642246383e-33,2.913914123280817e-11,1.0806213502897113e-64,,2.489683052972278e-97,2.0718927392417395e-63,,1.4797140962032407e-34,0.0,8.674242014441938e-175,0.0,0.0,0.0,0.0,0.0007095702452250839,6.804829946140782e-66,0.0,5.226261573207732e-184,2.1087472926331711e-38,0.0,4.5898049023711784e-94,6.197699509172643e-63,6.0387639839377095e-112,0.003958274846828424,0.0,1.1093331632891696e-36,3.0151530802031994e-06,6.720191371502339e-79,0.0,,0.0,1.2607338692556186e-118,4.301758204018164e-14,2.816852145262114e-11,2.9171729798602984e-20,8.99709426342954e-136,1.677637906781339e-38,,2.0959706088585328e-27,7.622870306727625e-10,7.863458204445677e-20,1.1210906573649195e-81
LUN274,2.5268920095611256e-225,3.2191076689835933e-233,,5.300948929813794e-113,0.0,3.311082622088614e-100,4.219096692173941e-84,,0.0,,6.975500006962719e-110,0.7141799037028594,5.301905015182294e-83,6.032755039693419e-38,,2.651080093232286e-135,6.458796264404347e-54,4.04811694152973e-21,0.0,9.622898993952827e-15,4.6310004159832854e-09,0.0,0.16177407077925088,0.11771548515837604,8.501061050262986e-52,9.393948601240851e-38,0.6571002465170703,0.0,4.735114608045527e-131,0.2635726182116889,6.85067863098359e-52,1.8575061175962013e-18,8.389834505543384e-20,,1.0261741392643506e-05,3.609604510041785e-05,,8.710698993328969e-208,0.0,1.5070289619144181e-134,0.0,0.0,0.0,0.0,2.0767863966359803e-34,1.4563579217685157e-141,0.0,1.2881806165802312e-138,9.435858227155046e-128,0.0,0.002835715702819291,8.296419019973028e-07,3.760450989104686e-12,1.300395243013567e-14,0.0,6.765004137864808e-30,1.0136478687017571e-82,1.416772021103579e-280,0.0,,1.6660813856755347e-210,1.244639428855299e-06,1.4343530687679764e-94,2.746400108899322e-128,4.758621583987132e-16,1.5371080993256843e-17,4.0894946010717e-14,,3.415297448302022e-92,2.292743623657286e-45,0.0,0.18276454727605562
LUN275,1.991668556879804e-195,0.0,0.0,9.310237466985618e-145,0.0,6.405850855159151e-112,1.325200916060897e-161,,0.0,0.0,9.511440251058871e-151,1.944131354777956e-07,1.7472856833330818e-60,6.3515382432655925e-71,,2.273804493747939e-126,9.37175409265004e-138,2.899111753768886e-30,0.0,2.1223748597879485e-36,0.3890677962801027,0.0,0.00677083612609243,6.891553257848273e-08,2.3270829469424574e-28,2.485220127862595e-11,3.684035246794868e-07,0.0,1.739696341872817e-144,0.08657057567221184,5.544421925543558e-82,1.4015197608233053e-20,4.1332908794548604e-06,,5.366017985732171e-16,2.1093429758887083e-22,,6.749742558946156e-133,0.0,2.4363246501496564e-164,0.0,0.0,0.0,0.0,4.497303420735275e-46,7.39211032349503e-198,0.0,7.35479046365315e-105,3.4729428537801314e-182,0.0,1.723285631315701e-11,0.008281177627595192,1.4073182621509309e-27,7.584291665161354e-20,0.0,1.031917455983614e-71,5.039691898026714e-82,5.33098621651536e-114,0.0,,8.172725245382072e-288,2.790112626860691e-14,2.320338818080383e-156,8.837727780831073e-74,3.409165322995964e-83,2.613744701985216e-57,0.08990285541868956,,1.0517198488698117e-114,9.282134595661531e-85,0.0,3.1078503897314593e-07
LUN277,2.4137277938281356e-210,0.0,,1.1436737130783954e-153,0.0,2.7932576652039312e-117,2.685762178129628e-171,,0.0,0.0,1.0552742861715213e-116,2.551097230046673e-13,2.501029396594283e-84,3.606270502581263e-80,,3.9989280576537112e-146,3.481996687020765e-139,3.8999772622392364e-39,0.0,6.759436246953458e-44,0.092826787395571,0.0,2.120564256003681e-07,6.972318006081646e-13,4.400200436036495e-30,4.66434375773744e-08,2.308827263642613e-12,2.4837335353088338e-294,4.402305008731188e-130,4.012134795727661e-05,3.3493291602912753e-98,1.1595976472019747e-17,1.0351893805760915e-05,,8.325913217609863e-22,1.7993417083824397e-32,,1.78366016254018e-160,0.0,4.488506044033459e-151,0.0,0.0,0.0,0.0,5.74170488585755e-53,1.7900837676899436e-285,0.0,2.3231404313418073e-140,7.958451809413779e-215,0.0,5.508023106908786e-16,0.5909726775268918,8.893757661995132e-37,1.5952701495145956e-27,0.0,2.594454911339115e-100,1.6841544734921853e-90,4.646731780804148e-134,0.0,,0.0,5.896812483985632e-25,6.802692765276789e-193,6.047594465604375e-73,1.6731624774279505e-91,2.9672137002528764e-73,0.9011993214695424,,8.907227114743667e-136,6.722523789353521e-118,0.0,4.877931603350518e-11
LUN279,1.0838961901412398e-145,3.5137082289741266e-195,0.0,8.056176430249615e-87,0.0,9.15220596258803e-57,2.4866052122218664e-131,,0.0,0.0,9.020628749068098e-65,1.0650069453324969e-08,4.2069932333653566e-50,2.3814719590740326e-40,,8.593027506621537e-99,5.778963316217648e-116,1.3704925683718099e-18,0.0,1.5582386380289137e-14,0.00782624317055391,0.0,3.6843743510194893e-07,5.838101753848483e-09,4.669501610097448e-25,4.84754404416461e-12,1.624771061193293e-07,8.654173303499263e-229,1.1357740634562116e-81,0.03895705072347127,5.398341527871482e-54,1.707063098587769e-06,3.3582831635947367e-08,,1.3130959212364581e-14,3.332809463428462e-18,,1.6236826388210285e-117,0.0,3.6395056276838295e-116,0.0,0.0,0.0,0.0,1.2826039041129904e-25,2.008249966865831e-170,0.0,5.2864504030360666e-89,1.5412958208772748e-105,0.0,8.304169707740063e-12,0.0005893016095085004,1.4679073555572171e-24,1.5468038179554045e-11,0.0,7.682553066641412e-55,1.0281211981457547e-54,7.939249367816247e-169,0.0,,0.0,4.863473693049147e-16,1.1869022930267642e-91,2.4430991589802894e-38,3.670169303953172e-35,9.81528188206266e-49,0.0009516639709081338,,1.6852940392904531e-77,2.3373432086410547e-54,0.0,1.988680328736091e-07
LUN280,5.170798036568928e-287,7.936347354212834e-215,,4.220153143353309e-130,0.0,6.897139601124299e-114,1.5944824387007256e-91,,0.0,,2.4711747937517395e-126,2.5753729754991907e-06,1.9292317771044217e-114,2.1211813722949973e-61,,1.2169455369411176e-131,5.242122053485638e-72,5.685889579341081e-37,0.0,2.6242590509815664e-24,4.078613950249158e-12,0.0,3.190354273870353e-06,0.7576572078494218,2.5977992821411175e-59,1.4616293928631692e-37,0.39291935449420035,0.0,4.393483387463676e-159,4.052554461386271e-07,1.6870118650966698e-75,7.111546396043748e-33,3.27789705960322e-12,,0.052718894019966475,5.125463878226069e-11,,2.316792654480099e-231,0.0,3.8985403681761377e-147,0.0,0.0,0.0,0.0,9.454578726757876e-45,1.2938507007159e-263,0.0,3.4298821182264844e-300,4.4714080783409454e-145,0.0,0.6940433097222279,0.0004958800234071377,0.28722513278231243,4.652799214216094e-25,0.0,3.354204035396813e-67,6.906656931549428e-98,6.3548494327793536e-288,0.0,,0.0,0.47172437118316335,2.03452899666088e-137,1.5804229373248061e-189,6.562858124574873e-38,8.434156252348494e-26,2.5632842394041246e-15,,3.1734959763930966e-136,7.09395231970979e-64,0.0,0.874129168952198
